AgentID,Profile,Avatar,In_Time,Out_Time,In_Location,Out_Location,Target_Speed(m/s),Distance_Traveled(m),Congested_Duration(s),Total_Duration(s),LOS_A_Duration(s),LOS_B_Duration(s),LOS_C_Duration(s),LOS_D_Duration(s),LOS_E_Duration(s),LOS_F_Duration(s)
1450,slimFastActiv,Blue_LowPoly,03:03:00,03:03:39,seats1P2S1,gate1S1,2.12119,36.6079,19.2,38.8,0.6,2,10.2,7.4,10.6,8
1420,fatSlowLazy,Orange_LowPoly,03:03:00,03:03:41,seats1P2S1,gate2S1,1.33493,32.0352,22.2,41,7.6,6.8,7,4.6,5.2,9.8
1290,fatSlowLazy,Orange_LowPoly,03:03:00,03:03:43,seats1P2S1,gate2S1,1.39467,37.0312,20.8,43.8,8.8,7.4,7.4,4.2,5.8,10.2
1388,slimFastActiv,Blue_LowPoly,03:03:00,03:03:45,seats2P2S1,gate1S1,2.73173,48.8804,26.6,45,3.4,2.8,8.6,16.6,6.8,6.8
1272,DefaultProfile,Green_LowPoly,03:03:00,03:03:45,seats1P2S1,gate1S1,1.52401,39.9589,30.2,45.6,2.8,2.6,15.8,10.8,7.8,5.8
1234,fatSlowLazy,Orange_LowPoly,03:03:00,03:03:46,seats3P2S1,traindoor6P2S1,0.511765,14.7831,27.8,46.2,5.8,9,13.6,8,7.4,2.4
1236,fatSlowLazy,Orange_LowPoly,03:03:00,03:03:46,seats3P2S1,traindoor5P2S1,0.773137,17.0974,42.4,46.2,0,22.6,5.6,1.6,8.8,7.6
1261,DefaultProfile,Green_LowPoly,03:03:00,03:03:46,seats1P2S1,traindoor2P2S1,1.04661,13.5703,42.2,46,0,0,0.2,5.4,16.4,24
1279,fatSlowLazy,Orange_LowPoly,03:03:00,03:03:46,seats1P2S1,traindoor2P2S1,1.20778,24.3123,37.6,46,8,7.6,1.6,4.2,12.2,12.4
1292,fatSlowLazy,Orange_LowPoly,03:03:00,03:03:46,seats3P2S1,traindoor5P2S1,0.512306,16.4337,29,46,0,14.8,4.6,5.4,12.8,8.4
1332,fatSlowLazy,Orange_LowPoly,03:03:00,03:03:46,seats2P2S1,traindoor3P2S1,1.31659,19.3356,40.2,45.8,7.6,2,9.8,9.2,6.6,10.6
1372,fatSlowLazy,Orange_LowPoly,03:03:00,03:03:46,seats1P2S1,traindoor2P2S1,0.754531,18.5554,31.6,45.6,2.2,3.4,3.4,13,20.6,3
1379,fatSlowLazy,Orange_LowPoly,03:03:00,03:03:46,seats1P2S1,traindoor1P2S1,0.714395,19.0897,29,45.6,0,12.4,13.6,11.6,7,1
1411,fatSlowLazy,Orange_LowPoly,03:03:00,03:03:46,seats1P2S1,traindoor2P2S1,0.578263,13.582,30.2,45.4,2.6,4.2,1.2,7.2,22.2,8
1415,fatSlowLazy,Orange_LowPoly,03:03:00,03:03:46,seats2P2S1,traindoor4P2S1,0.656349,18.2879,26.2,45.4,6.2,11.8,7.4,3.4,13.2,3.4
1418,fatSlowLazy,Orange_LowPoly,03:03:00,03:03:46,seats3P2S1,???,0.540564,16.5557,35.2,45.4,7.8,20.4,7.2,3.8,3.4,2.8
1422,fatSlowLazy,Orange_LowPoly,03:03:00,03:03:46,seats3P2S1,traindoor5P2S1,0.836251,15.9627,41.8,45.4,9.2,8.8,8.2,5.2,9.4,4.6
1429,fatSlowLazy,Orange_LowPoly,03:03:00,03:03:46,seats2P2S1,traindoor3P2S1,0.732461,16.7814,31,45.4,0,1,3.4,9.8,15.2,16
1318,DefaultProfile,Green_LowPoly,03:03:00,03:03:46,seats1P2S1,gate1S1,1.05779,29.2998,26,46,1.8,4.4,12.8,11.8,4.6,10.6
1322,DefaultProfile,Green_LowPoly,03:03:00,03:03:48,seats1P2S1,gate2S1,1.26023,33.0236,30,47.8,2.6,6.6,11.4,6.2,8.8,12.2
1266,DefaultProfile,Green_LowPoly,03:03:00,03:03:49,seats1P2S1,gate2S1,1.38718,38.495,27.8,49.4,2.4,9.4,8.2,9.8,12,7.6
1268,DefaultProfile,Green_LowPoly,03:03:00,03:03:50,seats1P2S1,gate1S1,1.04456,32.2396,29.6,50.6,2.4,7.8,11.8,11,4.6,13
1303,slimFastActiv,Blue_LowPoly,03:03:00,03:03:51,seats2P2S1,gate1S1,1.89834,51.0492,23,51,2.4,4.6,17.4,11,9.4,6.2
1408,DefaultProfile,Green_LowPoly,03:03:00,03:03:52,seats1P2S1,gate1S1,1.02284,34.7368,34.4,52.2,5.2,8.4,15,6.4,7.4,9.8
1365,DefaultProfile,Green_LowPoly,03:03:00,03:03:55,seats2P2S1,gate1S1,1.79442,53.7413,35.4,55.2,5.4,8,19.4,15.8,6.6,0
1221,DefaultProfile,Green_LowPoly,03:03:00,03:03:58,seats1P2S1,gate2S1,1.1243,42.2744,32.2,59,1.4,8.6,15.8,14,14.6,4.6
1380,fatSlowLazy,Orange_LowPoly,03:03:00,03:03:59,seats1P2S1,gate2S1,0.851276,33.9318,27.6,58.8,6.8,16.8,12.4,5.2,9.4,8.2
1233,fatSlowLazy,Orange_LowPoly,03:03:00,03:03:59,seats1P2S1,gate2S1,1.10231,41.0801,37.4,59.8,8.8,13.8,12.2,11,12.6,1.4
1255,slimFastActiv,Blue_LowPoly,03:03:00,03:04:00,seats2P2S1,gate2S1,1.95696,49.265,29,60.2,1.2,2.2,13,13.4,16.6,13.8
1275,DefaultProfile,Green_LowPoly,03:03:00,03:04:00,seats2P2S1,gate1S1,1.52504,51.1226,32.8,60,6.2,6.2,17.4,13.2,5.2,11.8
1253,slimFastActiv,Blue_LowPoly,03:03:00,03:04:00,seats2P2S1,gate1S1,2.68144,54.3135,24.4,61,1.8,2,7,6.4,24.6,19.2
1441,slimFastActiv,Blue_LowPoly,03:03:00,03:04:01,seats2P2S1,gate2S1,2.02382,46.7914,23,60.8,0.4,1.6,7.8,9.6,18.2,23.2
1267,DefaultProfile,Green_LowPoly,03:03:00,03:04:01,seats2P2S1,gate2S1,1.36349,51.93,37,61.6,8.6,7.4,22.6,9.2,11.8,2
1349,slimFastActiv,Blue_LowPoly,03:03:00,03:04:03,seats3P2S1,gate2S1,2.12152,70.1047,23.2,63.2,5,2.4,16.2,15.4,20.8,3.4
1316,DefaultProfile,Green_LowPoly,03:03:00,03:04:03,seats2P2S1,gate2S1,1.25194,51.0464,35.8,63.4,5.6,7.4,16.2,15.4,9.8,9
1306,slimFastActiv,Blue_LowPoly,03:03:00,03:04:04,seats2P2S1,gate2S1,2.98098,61.039,31.4,64.8,4.4,2.4,7.4,8.6,24.2,17.8
1423,fatSlowLazy,Orange_LowPoly,03:03:00,03:04:06,seats1P2S1,gate1S1,1.16741,38.6126,44.4,65.8,6.8,8.8,12.8,12.8,12.6,12
1381,fatSlowLazy,Orange_LowPoly,03:03:00,03:04:06,seats1P2S1,gate2S1,1.01298,41.2005,38.6,66.2,4.8,9.6,17.4,11.2,15.4,7.8
1232,fatSlowLazy,Orange_LowPoly,03:03:00,03:04:07,seats1P2S1,gate1S1,0.758805,39.0935,26.8,67.2,9.2,11,14.6,9.6,12,10.8
1448,slimFastActiv,Blue_LowPoly,03:03:00,03:04:08,seats2P2S1,gate1S1,1.83387,54.3744,31.2,67.4,2.6,2.4,10.6,10.4,18.8,22.6
1250,slimFastActiv,Blue_LowPoly,03:03:00,03:04:09,seats2P2S1,gate2S1,2.62643,64.599,28.4,69.4,2.6,2.4,9.6,10.4,27.4,17
1446,slimFastActiv,Blue_LowPoly,03:03:00,03:04:09,seats3P2S1,gate1S1,2.0633,70.9685,33.2,68.6,3.6,4.2,17.8,15.4,25.8,1.8
1447,slimFastActiv,Blue_LowPoly,03:03:00,03:04:10,seats2P2S1,gate2S1,2.01258,55.4454,31.4,69.6,1.8,3.8,10.8,12.8,16,24.4
1226,DefaultProfile,Green_LowPoly,03:03:00,03:04:13,seats2P2S1,gate1S1,1.4747,58.879,40.2,73.4,2.6,4.6,25.6,24.6,8.6,7.4
1445,slimFastActiv,Blue_LowPoly,03:03:00,03:04:14,seats2P2S1,gate1S1,1.79841,54.3751,33.6,73.8,4.2,3.8,7.2,8.6,18.4,31.6
1238,fatSlowLazy,Orange_LowPoly,03:03:00,03:04:20,seats1P2S1,gate1S1,1.07382,44.1813,62,80.2,10.4,20.2,21,15.2,4.2,9.2
1442,slimFastActiv,Blue_LowPoly,03:03:00,03:04:24,seats3P2S1,gate1S1,2.13409,73.3653,40.4,83.4,3.4,3.2,12.6,16.8,34.6,12.8
1391,slimFastActiv,Blue_LowPoly,03:03:00,03:04:25,seats2P2S1,gate1S1,2.11229,56.3923,43.2,85.2,1.4,3,8.4,6.2,29,37.2
1337,fatSlowLazy,Orange_LowPoly,03:03:00,03:04:26,seats1P2S1,gate2S1,0.553517,34.5653,44.2,86,15.6,26.2,22.4,5.6,4,12.2
1252,slimFastActiv,Blue_LowPoly,03:03:00,03:04:27,seats2P2S1,gate1S1,1.52721,64.1097,41.2,87.8,4.8,2.8,10.6,14.4,28.2,27
1366,DefaultProfile,Green_LowPoly,03:03:00,03:04:29,seats2P2S1,gate2S1,1.37782,57.008,62.4,88.6,1,8,13.8,24,27,14.8
1317,DefaultProfile,Green_LowPoly,03:03:00,03:04:32,seats2P2S1,gate1S1,1.67684,61.3303,59.4,91.8,4.2,2.2,14.8,20.2,36.4,14
1254,slimFastActiv,Blue_LowPoly,03:03:00,03:04:33,seats3P2S1,gate2S1,2.35517,79.3367,33.8,93.2,3.4,2.6,9.6,12.8,35.6,29.2
1218,DefaultProfile,Green_LowPoly,03:03:00,03:04:33,seats2P2S1,gate1S1,1.13204,63.6853,55.6,93.4,4.4,6.8,18.6,31.2,19,13.4
1301,slimFastActiv,Blue_LowPoly,03:03:00,03:04:34,seats3P2S1,gate1S1,2.57014,82.9233,39.8,94.6,2.8,2.4,9.2,13.6,48.6,18
1367,DefaultProfile,Green_LowPoly,03:03:00,03:04:35,seats2P2S1,gate1S1,1.43879,58.4934,66,94.6,4.6,8.6,10,19,36.8,15.6
1449,slimFastActiv,Blue_LowPoly,03:03:00,03:04:39,seats3P2S1,gate1S1,2.88985,81.8726,27.2,98.8,1.6,1.6,4.4,11.8,42.4,37
1443,slimFastActiv,Blue_LowPoly,03:03:00,03:04:40,seats3P2S1,gate1S1,2.61548,80.0331,37.4,99.8,1,3.2,6.6,10.6,46.2,32.2
1247,slimFastActiv,Blue_LowPoly,03:03:00,03:04:40,seats3P2S1,gate1S1,2.24783,83.1144,33.6,100.8,5,1.4,6.6,12.4,49,26.4
1271,DefaultProfile,Green_LowPoly,03:03:00,03:04:42,seats2P2S1,gate2S1,1.33376,49.7395,83.6,102.2,2.8,3,21.6,20.6,43.4,10.8
1270,DefaultProfile,Green_LowPoly,03:03:00,03:04:42,seats3P2S1,gate2S1,1.65914,72.3141,75.6,102.8,5.6,4.2,19,38.6,34.2,1.2
1315,DefaultProfile,Green_LowPoly,03:03:00,03:04:43,seats2P2S1,gate1S1,0.981953,57.7836,67.6,103,6.8,6.2,19.4,33,27.6,10
1249,slimFastActiv,Blue_LowPoly,03:03:00,03:04:43,seats3P2S1,gate1S1,2.94312,83.7721,30.8,104,2.2,2.2,8.8,7.2,50.2,33.4
1406,DefaultProfile,Green_LowPoly,03:03:00,03:04:44,seats2P2S1,gate1S1,1.47052,66.0686,71.8,103.8,3.2,7.2,13.2,16.2,49.8,14.2
1305,slimFastActiv,Blue_LowPoly,03:03:00,03:04:44,seats3P2S1,gate2S1,2.63871,83.3215,20.4,104.8,4.6,2.8,5.8,4.4,40.2,47
1351,slimFastActiv,Blue_LowPoly,03:03:00,03:04:49,seats3P2S1,gate1S1,2.90574,76.4257,41.4,109,1,1.6,4.6,5.4,47.6,48.8
1347,slimFastActiv,Blue_LowPoly,03:03:00,03:04:51,seats3P2S1,gate1S1,1.99716,79.426,47.4,111.6,2.8,2.4,8.4,10.6,57.8,29.6
1383,fatSlowLazy,Orange_LowPoly,03:03:00,03:04:52,seats2P2S1,gate2S1,1.10783,57.0472,88.2,112.4,7.4,10,20.6,31,30.8,12.6
1304,slimFastActiv,Blue_LowPoly,03:03:00,03:04:53,seats3P2S1,gate1S1,1.52552,77.4428,58,113.8,5.2,4.4,13,15.4,42.4,33.4
1378,fatSlowLazy,Orange_LowPoly,03:03:00,03:04:54,seats2P2S1,gate2S1,0.976183,57.6185,85.4,114,4.4,7.2,16.2,27.4,51.2,7.6
1320,DefaultProfile,Green_LowPoly,03:03:00,03:04:55,seats2P2S1,gate2S1,1.28131,63.0383,90.2,115.6,3.2,4,14,24.8,62.6,7
1407,DefaultProfile,Green_LowPoly,03:03:00,03:04:56,seats2P2S1,gate2S1,1.69352,71.8436,85.4,116.2,2.8,4.4,14.2,32.6,40.2,22
1265,DefaultProfile,Green_LowPoly,03:03:00,03:04:58,seats3P2S1,gate2S1,1.2806,78.0068,89.8,118.6,6.6,6.4,27.2,37.4,41,0
1444,slimFastActiv,Blue_LowPoly,03:03:00,03:04:59,seats3P2S1,gate1S1,1.54483,75.0149,62.4,119.2,4,4.2,15.6,15.8,40.2,39.4
1223,DefaultProfile,Green_LowPoly,03:03:00,03:05:01,seats2P2S1,gate2S1,0.926948,65.1756,82.6,122,5.4,8.8,24.2,20.4,42.4,20.8
1251,slimFastActiv,Blue_LowPoly,03:03:00,03:05:03,seats3P2S1,gate2S1,1.51982,80.7963,39.6,123.4,2.6,1.6,4.8,9.4,60.6,44.4
1352,slimFastActiv,Blue_LowPoly,03:03:00,03:05:04,seats3P2S1,gate2S1,1.62783,80.4853,48,123.8,0,4.2,6.6,11.6,59.8,41.6
1428,fatSlowLazy,Orange_LowPoly,03:03:00,03:05:05,seats2P2S1,gate2S1,0.962004,62.9178,91.2,125.2,3,12.2,34.4,26.8,29.6,19.2
1217,DefaultProfile,Green_LowPoly,03:03:00,03:05:06,seats3P2S1,gate2S1,1.27858,77.1796,92.6,127,5,10.8,14.6,28.8,62.6,5.2
1390,slimFastActiv,Blue_LowPoly,03:03:00,03:05:07,seats3P2S1,gate1S1,1.68249,83.9594,51.8,126.8,2.2,3.2,11.4,10,43.4,56.6
1294,fatSlowLazy,Orange_LowPoly,03:03:00,03:05:07,seats2P2S1,gate1S1,1.04922,63.1964,101.4,127.4,9.8,13.4,24.6,39.6,36.8,3.2
1225,DefaultProfile,Green_LowPoly,03:03:00,03:05:07,seats3P2S1,gate2S1,1.54181,77.055,81.2,128,4.2,5,8.2,19.4,63.8,27.4
1382,fatSlowLazy,Orange_LowPoly,03:03:00,03:05:12,seats2P2S1,gate1S1,0.986404,66.9642,94.4,132,6.2,22.2,15.4,22.4,52.2,13.6
1269,DefaultProfile,Green_LowPoly,03:03:00,03:05:13,seats3P2S1,gate2S1,1.23783,75.8287,94.4,133.4,11,8.6,13.2,11.2,64.8,24.6
1321,DefaultProfile,Green_LowPoly,03:03:00,03:05:19,seats3P2S1,gate2S1,1.86449,85.5522,107,139.2,1.2,3,18.8,22.2,78.8,15.2
1338,fatSlowLazy,Orange_LowPoly,03:03:00,03:05:23,seats3P2S1,gate1S1,1.4534,86.5206,102.4,143.4,5.8,21,26.2,20.4,47.8,22.2
1409,DefaultProfile,Green_LowPoly,03:03:00,03:05:24,seats3P2S1,gate2S1,1.33196,81.7214,93.2,143.4,4,12.2,12,26,56.6,32.6
1410,DefaultProfile,Green_LowPoly,03:03:00,03:05:25,seats3P2S1,gate1S1,1.34337,81.4053,99.6,144.4,5.4,7.2,22.6,27.4,63.2,18.6
1405,DefaultProfile,Green_LowPoly,03:03:00,03:05:25,seats3P2S1,gate2S1,1.65134,96.1388,101.8,145,1.6,4.8,27,44,51,16.6
1222,DefaultProfile,Green_LowPoly,03:03:00,03:05:26,seats3P2S1,gate2S1,1.5566,91.5303,79.2,146.2,0.8,7.8,19,18.4,66.8,33.4
1274,DefaultProfile,Green_LowPoly,03:03:00,03:05:26,seats3P2S1,gate1S1,1.39903,88.2219,92.6,146.2,6.4,6.6,12.8,29.2,59.8,31.4
1319,DefaultProfile,Green_LowPoly,03:03:00,03:05:28,seats3P2S1,gate2S1,1.28669,82.7245,110.4,148,5.4,11.6,24.4,25.4,62.4,18.8
1235,fatSlowLazy,Orange_LowPoly,03:03:00,03:05:29,seats2P2S1,gate2S1,1.20841,69.9909,118.6,149.6,2.8,7,25.8,31.8,61.2,21
1219,DefaultProfile,Green_LowPoly,03:03:00,03:05:30,seats3P2S1,gate1S1,1.22504,78.1225,112.4,150.8,5,6.4,23.8,23.4,68.8,23.4
1289,fatSlowLazy,Orange_LowPoly,03:03:00,03:05:31,seats2P2S1,gate2S1,0.878931,69.7452,100.2,151.4,3,6.8,18.4,36.2,79.2,7.8
1425,fatSlowLazy,Orange_LowPoly,03:03:00,03:05:31,seats2P2S1,gate1S1,0.863506,71.3445,106.4,150.8,9.8,16.2,26.2,40,44.2,14.4
1364,DefaultProfile,Green_LowPoly,03:03:00,03:05:32,seats3P2S1,gate1S1,1.5201,88.582,122.2,151.8,6,8.2,30.6,26.8,69.2,11
1427,fatSlowLazy,Orange_LowPoly,03:03:00,03:05:54,seats2P2S1,gate2S1,1.03171,72.0605,148.6,174.2,3.4,26.6,22.4,29.8,74,18
1293,fatSlowLazy,Orange_LowPoly,03:03:00,03:05:59,seats3P2S1,gate2S1,1.06458,86.2066,135,179.8,8.6,17.6,30,36,73.8,13.8
1403,DefaultProfile,Green_LowPoly,03:03:00,03:06:34,seats3P2S1,gate2S1,1.21008,93.8281,175.6,214.2,4.2,8.6,31.6,29.2,117,23.6
1421,fatSlowLazy,Orange_LowPoly,03:03:00,03:06:44,seats2P2S1,gate2S1,0.719197,77.8342,167.4,223.6,8.2,20.8,42.8,61.6,76.8,13.4
1746,slimFastActiv,Blue_LowPoly,03:07:00,03:07:16,seats1P1S1,gate2S1,1.89284,23.3297,5.2,16.6,3,3.4,7.2,3,0,0
1314,DefaultProfile,Green_LowPoly,03:03:00,03:07:23,seats2P2S1,seats2P1S1,1.27384,35.4416,245.4,263.4,1.8,1,15.2,48,193.2,4.2
1500,slimFastActiv,Blue_LowPoly,03:03:39,03:07:23,gate2S1,seats1P1S1,2.52401,47.3913,214.2,225,4.8,4.2,12.8,19.8,172,11.4
1356,DefaultProfile,Green_LowPoly,03:03:00,03:07:24,seats3P2S1,seats2P1S1,1.82573,50.8486,241.2,264.4,0.4,0.8,3.6,76,173.2,10.4
1375,fatSlowLazy,Orange_LowPoly,03:03:00,03:07:25,seats3P2S1,seats1P1S1,1.04002,72.1044,242.4,264.6,5,11,32.4,47.2,158,11
1808,slimFastActiv,Blue_LowPoly,03:07:00,03:07:25,seats1P1S1,gate2S1,2.81006,25.4846,7.2,25,0.4,2,1.8,1.4,14,5.4
1809,slimFastActiv,Blue_LowPoly,03:07:00,03:07:25,seats1P1S1,gate2S1,2.83373,31.2683,9.6,25,1,2.2,3.6,4.8,12.4,1
1517,slimFastActiv,Blue_LowPoly,03:03:54,03:07:25,gate2S1,seats1P1S1,1.75833,43.3485,195.2,211.4,3.4,3.8,7.6,13,112.8,70.8
1256,DefaultProfile,Green_LowPoly,03:03:00,03:07:25,seats3P2S1,seats2P1S1,1.65701,50.0971,235.6,265.6,0.6,1,13.4,16,195.2,39.4
1775,slimFastActiv,Blue_LowPoly,03:07:00,03:07:25,seats1P1S1,gate2S1,2.48903,26.0475,9.2,25.8,0,3.4,2.4,2.2,13.8,4
1560,fatSlowLazy,Orange_LowPoly,03:04:27,03:07:26,gate2S1,seats1P1S1,0.999333,57.9359,159.4,178.8,25.4,7.2,16.8,16.4,86,27
1179,DefaultProfile,Green_LowPoly,03:02:25,03:07:27,gate2S1,seats1P1S1,1.33254,53.6474,284.4,302.6,31.8,20.6,92.8,95.6,52.8,9
1580,slimFastActiv,Blue_LowPoly,03:04:46,03:07:28,gate2S1,seats2P1S1,2.62331,67.0727,135.2,161.6,4,3.8,6.8,63,73,11
1311,DefaultProfile,Green_LowPoly,03:03:00,03:07:28,seats1P2S1,seats2P1S1,1.15337,50.6251,243.2,268,0,3.8,7,61.8,178.2,17.2
1180,slimFastActiv,Blue_LowPoly,03:02:30,03:07:28,gate1S1,seats2P1S1,1.56181,65.2445,270.6,298.8,15.6,6.2,22.6,61.6,189.6,3.2
1280,fatSlowLazy,Orange_LowPoly,03:03:00,03:07:28,seats1P2S1,seats1P1S1,0.670112,84.737,213.2,268.6,10.6,8.8,12,46.4,175,15.8
1373,fatSlowLazy,Orange_LowPoly,03:03:00,03:07:29,seats2P2S1,seats2P1S1,0.702978,86.6645,220.6,269,1,3.6,18.6,100.6,137.8,7.4
1439,slimFastActiv,Blue_LowPoly,03:03:00,03:07:29,seats2P2S1,seats2P1S1,2.82093,39.2918,253.6,269,1.4,10.6,32,99.2,119,6.8
1493,slimFastActiv,Blue_LowPoly,03:03:35,03:07:29,gate2S1,seats2P1S1,2.31687,66.1225,206.2,234.6,3.4,3.8,21.8,25.6,171.8,8.2
1503,slimFastActiv,Blue_LowPoly,03:03:42,03:07:30,gate1S1,seats2P1S1,2.13531,69.7551,192.4,227.4,1.4,3.6,11.4,98.6,102,10.4
1240,slimFastActiv,Blue_LowPoly,03:03:00,03:07:30,seats2P2S1,seats2P1S1,2.60269,34.9934,245.2,270.6,3.8,4,56.6,129.8,57.8,18.6
1384,slimFastActiv,Blue_LowPoly,03:03:00,03:07:30,seats1P2S1,seats2P1S1,2.88304,41.6491,248.4,270,1.8,3.4,9.2,20.6,226.6,8.4
1300,slimFastActiv,Blue_LowPoly,03:03:00,03:07:30,seats3P2S1,seats2P1S1,1.78955,48.2022,228.8,270.6,0,4.8,40.8,127.2,67.2,30.6
1853,slimFastActiv,Blue_LowPoly,03:07:00,03:07:30,seats1P1S1,gate1S1,1.97603,30.5195,8,30.2,3,2.2,2.8,5.6,11.4,5.2
1780,slimFastActiv,Blue_LowPoly,03:07:00,03:07:31,seats1P1S1,gate1S1,2.85372,43.2536,9,31,3,1.2,7,7.4,12,0.4
1284,fatSlowLazy,Orange_LowPoly,03:03:00,03:07:31,seats2P2S1,seats2P1S1,1.40295,74.0021,244.6,271.8,1,11.2,46.2,82.4,110.6,20.4
1472,fatSlowLazy,Orange_LowPoly,03:03:20,03:07:31,gate1S1,seats3P1S1,1.4921,109.136,219.4,251.8,68,32.8,52.2,49,49.8,0
1231,fatSlowLazy,Orange_LowPoly,03:03:00,03:07:32,seats1P2S1,seats3P1S1,1.14373,73.3999,246.2,272.4,20.2,103,94.2,46.4,8.6,0
1770,fatSlowLazy,Orange_LowPoly,03:07:00,03:07:33,seats1P1S1,gate1S1,1.13633,32.397,10,33,11.8,10.8,2.2,4,4.2,0
1147,DefaultProfile,Green_LowPoly,03:01:51,03:07:33,gate2S1,seats3P1S1,1.45382,92.5144,304,341.6,123.8,82.6,101.4,25.8,7.8,0.2
1177,slimFastActiv,Blue_LowPoly,03:02:23,03:07:33,gate1S1,seats2P1S1,1.50205,68.9202,265.6,310.6,13.8,10,35.2,47.4,195.8,8.4
1507,slimFastActiv,Blue_LowPoly,03:03:47,03:07:33,gate2S1,seats3P1S1,2.62702,104.518,188.8,226.6,139,3.2,20,21.6,42.8,0
1400,DefaultProfile,Green_LowPoly,03:03:00,03:07:34,seats2P2S1,seats2P1S1,1.08714,38.434,241.6,273.4,0.8,0.8,1.6,5.2,233.6,31.4
1523,slimFastActiv,Blue_LowPoly,03:03:57,03:07:34,gate2S1,seats2P1S1,2.742,69.6156,187.2,217,4.2,2.6,34.6,91,74.2,10.4
1157,slimFastActiv,Blue_LowPoly,03:02:09,03:07:34,gate1S1,seats2P1S1,2.20297,73.7411,291,325.4,34.8,12.6,61.2,40.8,167.4,8.6
1748,slimFastActiv,Blue_LowPoly,03:07:00,03:07:34,seats1P1S1,gate2S1,2.05152,32.8021,8.6,34.6,0,1.6,1.2,8.4,22.6,0.8
1341,slimFastActiv,Blue_LowPoly,03:03:00,03:07:34,seats2P2S1,seats3P1S1,1.90979,44.5329,244.8,274.4,41.8,3.8,159,45.2,13.2,11.4
1627,slimFastActiv,Blue_LowPoly,03:05:25,03:07:34,gate1S1,seats3P1S1,2.97374,108.867,85.4,129.4,43.6,4.4,11.4,21,47.8,1.2
1854,slimFastActiv,Blue_LowPoly,03:07:00,03:07:34,seats1P1S1,gate2S1,2.4368,34.7767,8.6,34.2,0,0.8,1.4,10.4,18.4,3.2
1514,slimFastActiv,Blue_LowPoly,03:03:52,03:07:35,gate1S1,seats2P1S1,1.53588,70.1628,187.8,222.4,4.2,5.6,12,19.8,172.4,8.4
1360,DefaultProfile,Green_LowPoly,03:03:00,03:07:35,seats1P2S1,seats2P1S1,1.21497,52.8122,252.4,274.8,2,1.2,5.4,43.8,204.2,18.2
1610,slimFastActiv,Blue_LowPoly,03:05:14,03:07:35,gate1S1,seats2P1S1,2.71134,73.3717,99.2,141.2,0.4,1.2,47,47,33.8,11.8
1259,DefaultProfile,Green_LowPoly,03:03:00,03:07:35,seats1P2S1,seats2P1S1,1.39296,55.1738,252,275.8,0,2.2,12.8,78.2,162.2,20.4
1164,DefaultProfile,Green_LowPoly,03:02:12,03:07:36,gate2S1,seats3P1S1,1.2807,96.1862,276.4,323.8,65.8,17.4,202.4,25.2,12.4,0.6
1387,slimFastActiv,Blue_LowPoly,03:03:00,03:07:36,seats3P2S1,seats2P1S1,1.64303,38.5,246.4,275.6,0,1.4,7.2,18,224.2,24.8
