From,To,Population,Time Offset,Curve,Avatar,Profile,Init Action,Give Tokens...
train0line1ArrivingP2S2,gateS2,3,,,Orange_LowPoly,fatSlowLazy,,
train0line1ArrivingP2S2,trainSeatsP1,10,,,Blue_LowPoly,slimFastActiv,waitOnP1_2,trainTicketP1
train0line1ArrivingP2S2,trainSeatsP3,10,,,Blue_LowPoly,slimFastActiv,waitOnP3_4,trainTicketP3
train0line1ArrivingP2S2,trainSeatsP4,10,,,Blue_LowPoly,slimFastActiv,waitOnP3_4,trainTicketP4
train0line1ArrivingP2S2,gateS2,45,,,Blue_LowPoly,slimFastActiv,,
gateS2,train1line3ArrivingP4S2,50,-0:06:00,paxArrRateAtStn,Blue_LowPoly,slimFastActiv,waitOnP3_4,trainTicketP4
gateS2,train1line3ArrivingP4S2,50,-0:06:00,paxArrRateAtStn,Green_LowPoly,DefaultProfile,waitOnP3_4,trainTicketP4
gateS2,train1line3ArrivingP4S2,50,-0:06:00,paxArrRateAtStn,Orange_LowPoly,fatSlowLazy,waitOnP3_4,trainTicketP4
train1line3ArrivingP4S2,trainSeatsP1,7,,,Green_LowPoly,DefaultProfile,waitOnP1_2,trainTicketP1
train1line3ArrivingP4S2,trainSeatsP2,7,,,Green_LowPoly,DefaultProfile,waitOnP1_2,trainTicketP2
train1line3ArrivingP4S2,trainSeatsP3,7,,,Green_LowPoly,DefaultProfile,waitOnP3_4,trainTicketP3
train1line3ArrivingP4S2,gateS2,28,,,Green_LowPoly,DefaultProfile,,
train1line3ArrivingP4S2,trainSeatsP1,6,,,Orange_LowPoly,fatSlowLazy,waitOnP1_2,trainTicketP1
train1line3ArrivingP4S2,trainSeatsP2,6,,,Orange_LowPoly,fatSlowLazy,waitOnP1_2,trainTicketP2
train1line3ArrivingP4S2,trainSeatsP3,6,,,Orange_LowPoly,fatSlowLazy,waitOnP3_4,trainTicketP3
train1line3ArrivingP4S2,gateS2,24,,,Orange_LowPoly,fatSlowLazy,,
train1line3ArrivingP4S2,trainSeatsP1,7,,,Blue_LowPoly,slimFastActiv,waitOnP1_2,trainTicketP1
train1line3ArrivingP4S2,trainSeatsP2,7,,,Blue_LowPoly,slimFastActiv,waitOnP1_2,trainTicketP2
train1line3ArrivingP4S2,trainSeatsP3,7,,,Blue_LowPoly,slimFastActiv,waitOnP3_4,trainTicketP3
train1line3ArrivingP4S2,gateS2,28,,,Blue_LowPoly,slimFastActiv,,
gateS2,train1line2ArrivingP1S2,50,-0:06:00,paxArrRateAtStn,Blue_LowPoly,slimFastActiv,waitOnP1_2,trainTicketP1
gateS2,train1line2ArrivingP1S2,50,-0:06:00,paxArrRateAtStn,Green_LowPoly,DefaultProfile,waitOnP1_2,trainTicketP1
gateS2,train1line2ArrivingP1S2,50,-0:06:00,paxArrRateAtStn,Orange_LowPoly,fatSlowLazy,waitOnP1_2,trainTicketP1
train1line2ArrivingP1S2,trainSeatsP2,9,,,Green_LowPoly,DefaultProfile,waitOnP1_2,trainTicketP2
train1line2ArrivingP1S2,trainSeatsP3,5,,,Green_LowPoly,DefaultProfile,waitOnP3_4,trainTicketP3
train1line2ArrivingP1S2,trainSeatsP4,6,,,Green_LowPoly,DefaultProfile,waitOnP3_4,trainTicketP4
train1line2ArrivingP1S2,gateS2,28,,,Green_LowPoly,DefaultProfile,,
train1line2ArrivingP1S2,trainSeatsP2,11,,,Orange_LowPoly,fatSlowLazy,waitOnP1_2,trainTicketP2
train1line2ArrivingP1S2,trainSeatsP3,6,,,Orange_LowPoly,fatSlowLazy,waitOnP3_4,trainTicketP3
train1line2ArrivingP1S2,trainSeatsP4,8,,,Orange_LowPoly,fatSlowLazy,waitOnP3_4,trainTicketP4
train1line2ArrivingP1S2,gateS2,17,,,Orange_LowPoly,fatSlowLazy,,
train1line2ArrivingP1S2,trainSeatsP2,9,,,Blue_LowPoly,slimFastActiv,waitOnP1_2,trainTicketP2
train1line2ArrivingP1S2,trainSeatsP3,5,,,Blue_LowPoly,slimFastActiv,waitOnP3_4,trainTicketP3
train1line2ArrivingP1S2,trainSeatsP4,6,,,Blue_LowPoly,slimFastActiv,waitOnP3_4,trainTicketP4
train1line2ArrivingP1S2,gateS2,28,,,Blue_LowPoly,slimFastActiv,,
gateS2,train1line4ArrivingP3S2,50,-0:06:00,paxArrRateAtStn,Blue_LowPoly,slimFastActiv,waitOnP3_4,trainTicketP3
gateS2,train1line4ArrivingP3S2,50,-0:06:00,paxArrRateAtStn,Green_LowPoly,DefaultProfile,waitOnP3_4,trainTicketP3
gateS2,train1line4ArrivingP3S2,50,-0:06:00,paxArrRateAtStn,Orange_LowPoly,fatSlowLazy,waitOnP3_4,trainTicketP3
train1line4ArrivingP3S2,trainSeatsP1,7,,,Green_LowPoly,DefaultProfile,waitOnP1_2,trainTicketP1
train1line4ArrivingP3S2,trainSeatsP2,7,,,Green_LowPoly,DefaultProfile,waitOnP1_2,trainTicketP2
train1line4ArrivingP3S2,trainSeatsP4,7,,,Green_LowPoly,DefaultProfile,waitOnP3_4,trainTicketP4
train1line4ArrivingP3S2,gateS2,28,,,Green_LowPoly,DefaultProfile,,
train1line4ArrivingP3S2,trainSeatsP1,6,,,Orange_LowPoly,fatSlowLazy,waitOnP1_2,trainTicketP1
train1line4ArrivingP3S2,trainSeatsP2,6,,,Orange_LowPoly,fatSlowLazy,waitOnP1_2,trainTicketP2
train1line4ArrivingP3S2,trainSeatsP4,6,,,Orange_LowPoly,fatSlowLazy,waitOnP3_4,trainTicketP4
train1line4ArrivingP3S2,gateS2,24,,,Orange_LowPoly,fatSlowLazy,,
train1line4ArrivingP3S2,trainSeatsP1,7,,,Blue_LowPoly,slimFastActiv,waitOnP1_2,trainTicketP1
train1line4ArrivingP3S2,trainSeatsP2,7,,,Blue_LowPoly,slimFastActiv,waitOnP1_2,trainTicketP2
train1line4ArrivingP3S2,trainSeatsP4,7,,,Blue_LowPoly,slimFastActiv,waitOnP3_4,trainTicketP4
train1line4ArrivingP3S2,gateS2,28,,,Blue_LowPoly,slimFastActiv,,
gateS2,train2line3ArrivingP4S2,50,-0:06:00,paxArrRateAtStn,Blue_LowPoly,slimFastActiv,waitOnP3_4,trainTicketP4
gateS2,train2line3ArrivingP4S2,50,-0:06:00,paxArrRateAtStn,Green_LowPoly,DefaultProfile,waitOnP3_4,trainTicketP4
gateS2,train2line3ArrivingP4S2,50,-0:06:00,paxArrRateAtStn,Orange_LowPoly,fatSlowLazy,waitOnP3_4,trainTicketP4
train2line3ArrivingP4S2,trainSeatsP1,7,,,Green_LowPoly,DefaultProfile,waitOnP1_2,trainTicketP1
train2line3ArrivingP4S2,trainSeatsP2,7,,,Green_LowPoly,DefaultProfile,waitOnP1_2,trainTicketP2
train2line3ArrivingP4S2,trainSeatsP3,7,,,Green_LowPoly,DefaultProfile,waitOnP3_4,trainTicketP3
train2line3ArrivingP4S2,gateS2,28,,,Green_LowPoly,DefaultProfile,,
train2line3ArrivingP4S2,trainSeatsP1,6,,,Orange_LowPoly,fatSlowLazy,waitOnP1_2,trainTicketP1
train2line3ArrivingP4S2,trainSeatsP2,6,,,Orange_LowPoly,fatSlowLazy,waitOnP1_2,trainTicketP2
train2line3ArrivingP4S2,trainSeatsP3,6,,,Orange_LowPoly,fatSlowLazy,waitOnP3_4,trainTicketP3
train2line3ArrivingP4S2,gateS2,24,,,Orange_LowPoly,fatSlowLazy,,
train2line3ArrivingP4S2,trainSeatsP1,7,,,Blue_LowPoly,slimFastActiv,waitOnP1_2,trainTicketP1
train2line3ArrivingP4S2,trainSeatsP2,7,,,Blue_LowPoly,slimFastActiv,waitOnP1_2,trainTicketP2
train2line3ArrivingP4S2,trainSeatsP3,7,,,Blue_LowPoly,slimFastActiv,waitOnP3_4,trainTicketP3
train2line3ArrivingP4S2,gateS2,28,,,Blue_LowPoly,slimFastActiv,,
gateS2,train2line2ArrivingP1S2,50,-0:06:00,paxArrRateAtStn,Blue_LowPoly,slimFastActiv,waitOnP1_2,trainTicketP1
gateS2,train2line2ArrivingP1S2,50,-0:06:00,paxArrRateAtStn,Green_LowPoly,DefaultProfile,waitOnP1_2,trainTicketP1
gateS2,train2line2ArrivingP1S2,50,-0:06:00,paxArrRateAtStn,Orange_LowPoly,fatSlowLazy,waitOnP1_2,trainTicketP1
train2line2ArrivingP1S2,trainSeatsP2,9,,,Green_LowPoly,DefaultProfile,waitOnP1_2,trainTicketP2
train2line2ArrivingP1S2,trainSeatsP3,5,,,Green_LowPoly,DefaultProfile,waitOnP3_4,trainTicketP3
train2line2ArrivingP1S2,trainSeatsP4,6,,,Green_LowPoly,DefaultProfile,waitOnP3_4,trainTicketP4
train2line2ArrivingP1S2,gateS2,28,,,Green_LowPoly,DefaultProfile,,
train2line2ArrivingP1S2,trainSeatsP2,11,,,Orange_LowPoly,fatSlowLazy,waitOnP1_2,trainTicketP2
train2line2ArrivingP1S2,trainSeatsP3,6,,,Orange_LowPoly,fatSlowLazy,waitOnP3_4,trainTicketP3
train2line2ArrivingP1S2,trainSeatsP4,8,,,Orange_LowPoly,fatSlowLazy,waitOnP3_4,trainTicketP4
train2line2ArrivingP1S2,gateS2,17,,,Orange_LowPoly,fatSlowLazy,,
train2line2ArrivingP1S2,trainSeatsP2,9,,,Blue_LowPoly,slimFastActiv,waitOnP1_2,trainTicketP2
train2line2ArrivingP1S2,trainSeatsP3,5,,,Blue_LowPoly,slimFastActiv,waitOnP3_4,trainTicketP3
train2line2ArrivingP1S2,trainSeatsP4,6,,,Blue_LowPoly,slimFastActiv,waitOnP3_4,trainTicketP4
train2line2ArrivingP1S2,gateS2,28,,,Blue_LowPoly,slimFastActiv,,
gateS2,train1line1ArrivingP2S2,50,-0:06:00,paxArrRateAtStn,Blue_LowPoly,slimFastActiv,waitOnP1_2,trainTicketP2
gateS2,train1line1ArrivingP2S2,50,-0:06:00,paxArrRateAtStn,Green_LowPoly,DefaultProfile,waitOnP1_2,trainTicketP2
gateS2,train1line1ArrivingP2S2,50,-0:06:00,paxArrRateAtStn,Orange_LowPoly,fatSlowLazy,waitOnP1_2,trainTicketP2
train1line1ArrivingP2S2,trainSeatsP1,3,,,Green_LowPoly,DefaultProfile,waitOnP1_2,trainTicketP1
train1line1ArrivingP2S2,trainSeatsP3,3,,,Green_LowPoly,DefaultProfile,waitOnP3_4,trainTicketP3
train1line1ArrivingP2S2,trainSeatsP4,3,,,Green_LowPoly,DefaultProfile,waitOnP3_4,trainTicketP4
train1line1ArrivingP2S2,gateS2,13,,,Green_LowPoly,DefaultProfile,,
train1line1ArrivingP2S2,trainSeatsP1,1,,,Orange_LowPoly,fatSlowLazy,waitOnP1_2,trainTicketP1
train1line1ArrivingP2S2,trainSeatsP3,1,,,Orange_LowPoly,fatSlowLazy,waitOnP3_4,trainTicketP3
train1line1ArrivingP2S2,trainSeatsP4,1,,,Orange_LowPoly,fatSlowLazy,waitOnP3_4,trainTicketP4
train1line1ArrivingP2S2,gateS2,3,,,Orange_LowPoly,fatSlowLazy,,
train1line1ArrivingP2S2,trainSeatsP1,10,,,Blue_LowPoly,slimFastActiv,waitOnP1_2,trainTicketP1
train1line1ArrivingP2S2,trainSeatsP3,10,,,Blue_LowPoly,slimFastActiv,waitOnP3_4,trainTicketP3
train1line1ArrivingP2S2,trainSeatsP4,10,,,Blue_LowPoly,slimFastActiv,waitOnP3_4,trainTicketP4
train1line1ArrivingP2S2,gateS2,45,,,Blue_LowPoly,slimFastActiv,,
gateS2,train3line3ArrivingP4S2,50,-0:06:00,paxArrRateAtStn,Blue_LowPoly,slimFastActiv,waitOnP3_4,trainTicketP4
gateS2,train3line3ArrivingP4S2,50,-0:06:00,paxArrRateAtStn,Green_LowPoly,DefaultProfile,waitOnP3_4,trainTicketP4
gateS2,train3line3ArrivingP4S2,50,-0:06:00,paxArrRateAtStn,Orange_LowPoly,fatSlowLazy,waitOnP3_4,trainTicketP4
train3line3ArrivingP4S2,trainSeatsP1,7,,,Green_LowPoly,DefaultProfile,waitOnP1_2,trainTicketP1
train3line3ArrivingP4S2,trainSeatsP2,7,,,Green_LowPoly,DefaultProfile,waitOnP1_2,trainTicketP2
train3line3ArrivingP4S2,trainSeatsP3,7,,,Green_LowPoly,DefaultProfile,waitOnP3_4,trainTicketP3
train3line3ArrivingP4S2,gateS2,28,,,Green_LowPoly,DefaultProfile,,
train3line3ArrivingP4S2,trainSeatsP1,6,,,Orange_LowPoly,fatSlowLazy,waitOnP1_2,trainTicketP1
train3line3ArrivingP4S2,trainSeatsP2,6,,,Orange_LowPoly,fatSlowLazy,waitOnP1_2,trainTicketP2
train3line3ArrivingP4S2,trainSeatsP3,6,,,Orange_LowPoly,fatSlowLazy,waitOnP3_4,trainTicketP3
train3line3ArrivingP4S2,gateS2,24,,,Orange_LowPoly,fatSlowLazy,,
train3line3ArrivingP4S2,trainSeatsP1,7,,,Blue_LowPoly,slimFastActiv,waitOnP1_2,trainTicketP1
train3line3ArrivingP4S2,trainSeatsP2,7,,,Blue_LowPoly,slimFastActiv,waitOnP1_2,trainTicketP2
train3line3ArrivingP4S2,trainSeatsP3,7,,,Blue_LowPoly,slimFastActiv,waitOnP3_4,trainTicketP3
train3line3ArrivingP4S2,gateS2,28,,,Blue_LowPoly,slimFastActiv,,
gateS2,train3line2ArrivingP1S2,50,-0:06:00,paxArrRateAtStn,Blue_LowPoly,slimFastActiv,waitOnP1_2,trainTicketP1
gateS2,train3line2ArrivingP1S2,50,-0:06:00,paxArrRateAtStn,Green_LowPoly,DefaultProfile,waitOnP1_2,trainTicketP1
gateS2,train3line2ArrivingP1S2,50,-0:06:00,paxArrRateAtStn,Orange_LowPoly,fatSlowLazy,waitOnP1_2,trainTicketP1
train3line2ArrivingP1S2,trainSeatsP2,9,,,Green_LowPoly,DefaultProfile,waitOnP1_2,trainTicketP2
train3line2ArrivingP1S2,trainSeatsP3,5,,,Green_LowPoly,DefaultProfile,waitOnP3_4,trainTicketP3
train3line2ArrivingP1S2,trainSeatsP4,6,,,Green_LowPoly,DefaultProfile,waitOnP3_4,trainTicketP4
train3line2ArrivingP1S2,gateS2,28,,,Green_LowPoly,DefaultProfile,,
train3line2ArrivingP1S2,trainSeatsP2,11,,,Orange_LowPoly,fatSlowLazy,waitOnP1_2,trainTicketP2
train3line2ArrivingP1S2,trainSeatsP3,6,,,Orange_LowPoly,fatSlowLazy,waitOnP3_4,trainTicketP3
train3line2ArrivingP1S2,trainSeatsP4,8,,,Orange_LowPoly,fatSlowLazy,waitOnP3_4,trainTicketP4
train3line2ArrivingP1S2,gateS2,17,,,Orange_LowPoly,fatSlowLazy,,
train3line2ArrivingP1S2,trainSeatsP2,9,,,Blue_LowPoly,slimFastActiv,waitOnP1_2,trainTicketP2
train3line2ArrivingP1S2,trainSeatsP3,5,,,Blue_LowPoly,slimFastActiv,waitOnP3_4,trainTicketP3
train3line2ArrivingP1S2,trainSeatsP4,6,,,Blue_LowPoly,slimFastActiv,waitOnP3_4,trainTicketP4
train3line2ArrivingP1S2,gateS2,28,,,Blue_LowPoly,slimFastActiv,,
gateS2,train2line4ArrivingP3S2,50,-0:06:00,paxArrRateAtStn,Blue_LowPoly,slimFastActiv,waitOnP3_4,trainTicketP3
gateS2,train2line4ArrivingP3S2,50,-0:06:00,paxArrRateAtStn,Green_LowPoly,DefaultProfile,waitOnP3_4,trainTicketP3
gateS2,train2line4ArrivingP3S2,50,-0:06:00,paxArrRateAtStn,Orange_LowPoly,fatSlowLazy,waitOnP3_4,trainTicketP3
train2line4ArrivingP3S2,trainSeatsP1,7,,,Green_LowPoly,DefaultProfile,waitOnP1_2,trainTicketP1
train2line4ArrivingP3S2,trainSeatsP2,7,,,Green_LowPoly,DefaultProfile,waitOnP1_2,trainTicketP2
train2line4ArrivingP3S2,trainSeatsP4,7,,,Green_LowPoly,DefaultProfile,waitOnP3_4,trainTicketP4
train2line4ArrivingP3S2,gateS2,28,,,Green_LowPoly,DefaultProfile,,
train2line4ArrivingP3S2,trainSeatsP1,6,,,Orange_LowPoly,fatSlowLazy,waitOnP1_2,trainTicketP1
train2line4ArrivingP3S2,trainSeatsP2,6,,,Orange_LowPoly,fatSlowLazy,waitOnP1_2,trainTicketP2
train2line4ArrivingP3S2,trainSeatsP4,6,,,Orange_LowPoly,fatSlowLazy,waitOnP3_4,trainTicketP4
train2line4ArrivingP3S2,gateS2,24,,,Orange_LowPoly,fatSlowLazy,,
train2line4ArrivingP3S2,trainSeatsP1,7,,,Blue_LowPoly,slimFastActiv,waitOnP1_2,trainTicketP1
train2line4ArrivingP3S2,trainSeatsP2,7,,,Blue_LowPoly,slimFastActiv,waitOnP1_2,trainTicketP2
train2line4ArrivingP3S2,trainSeatsP4,7,,,Blue_LowPoly,slimFastActiv,waitOnP3_4,trainTicketP4
train2line4ArrivingP3S2,gateS2,28,,,Blue_LowPoly,slimFastActiv,,
gateS2,train2line1ArrivingP2S2,50,-0:06:00,paxArrRateAtStn,Blue_LowPoly,slimFastActiv,waitOnP1_2,trainTicketP2
gateS2,train2line1ArrivingP2S2,50,-0:06:00,paxArrRateAtStn,Green_LowPoly,DefaultProfile,waitOnP1_2,trainTicketP2
gateS2,train2line1ArrivingP2S2,50,-0:06:00,paxArrRateAtStn,Orange_LowPoly,fatSlowLazy,waitOnP1_2,trainTicketP2
train2line1ArrivingP2S2,trainSeatsP1,3,,,Green_LowPoly,DefaultProfile,waitOnP1_2,trainTicketP1
train2line1ArrivingP2S2,trainSeatsP3,3,,,Green_LowPoly,DefaultProfile,waitOnP3_4,trainTicketP3
train2line1ArrivingP2S2,trainSeatsP4,3,,,Green_LowPoly,DefaultProfile,waitOnP3_4,trainTicketP4
train2line1ArrivingP2S2,gateS2,13,,,Green_LowPoly,DefaultProfile,,
train2line1ArrivingP2S2,trainSeatsP1,1,,,Orange_LowPoly,fatSlowLazy,waitOnP1_2,trainTicketP1
train2line1ArrivingP2S2,trainSeatsP3,1,,,Orange_LowPoly,fatSlowLazy,waitOnP3_4,trainTicketP3
train2line1ArrivingP2S2,trainSeatsP4,1,,,Orange_LowPoly,fatSlowLazy,waitOnP3_4,trainTicketP4
train2line1ArrivingP2S2,gateS2,3,,,Orange_LowPoly,fatSlowLazy,,
train2line1ArrivingP2S2,trainSeatsP1,10,,,Blue_LowPoly,slimFastActiv,waitOnP1_2,trainTicketP1
train2line1ArrivingP2S2,trainSeatsP3,10,,,Blue_LowPoly,slimFastActiv,waitOnP3_4,trainTicketP3
train2line1ArrivingP2S2,trainSeatsP4,10,,,Blue_LowPoly,slimFastActiv,waitOnP3_4,trainTicketP4
train2line1ArrivingP2S2,gateS2,45,,,Blue_LowPoly,slimFastActiv,,
gateS2,train3line4ArrivingP3S2,50,-0:06:00,paxArrRateAtStn,Blue_LowPoly,slimFastActiv,waitOnP3_4,trainTicketP3
gateS2,train3line4ArrivingP3S2,50,-0:06:00,paxArrRateAtStn,Green_LowPoly,DefaultProfile,waitOnP3_4,trainTicketP3
gateS2,train3line4ArrivingP3S2,50,-0:06:00,paxArrRateAtStn,Orange_LowPoly,fatSlowLazy,waitOnP3_4,trainTicketP3
train3line4ArrivingP3S2,trainSeatsP1,7,,,Green_LowPoly,DefaultProfile,waitOnP1_2,trainTicketP1
train3line4ArrivingP3S2,trainSeatsP2,7,,,Green_LowPoly,DefaultProfile,waitOnP1_2,trainTicketP2
train3line4ArrivingP3S2,trainSeatsP4,7,,,Green_LowPoly,DefaultProfile,waitOnP3_4,trainTicketP4
train3line4ArrivingP3S2,gateS2,28,,,Green_LowPoly,DefaultProfile,,
train3line4ArrivingP3S2,trainSeatsP1,6,,,Orange_LowPoly,fatSlowLazy,waitOnP1_2,trainTicketP1
train3line4ArrivingP3S2,trainSeatsP2,6,,,Orange_LowPoly,fatSlowLazy,waitOnP1_2,trainTicketP2
train3line4ArrivingP3S2,trainSeatsP4,6,,,Orange_LowPoly,fatSlowLazy,waitOnP3_4,trainTicketP4
train3line4ArrivingP3S2,gateS2,24,,,Orange_LowPoly,fatSlowLazy,,
train3line4ArrivingP3S2,trainSeatsP1,7,,,Blue_LowPoly,slimFastActiv,waitOnP1_2,trainTicketP1
train3line4ArrivingP3S2,trainSeatsP2,7,,,Blue_LowPoly,slimFastActiv,waitOnP1_2,trainTicketP2
train3line4ArrivingP3S2,trainSeatsP4,7,,,Blue_LowPoly,slimFastActiv,waitOnP3_4,trainTicketP4
train3line4ArrivingP3S2,gateS2,28,,,Blue_LowPoly,slimFastActiv,,
gateS2,train3line1ArrivingP2S2,50,-0:06:00,paxArrRateAtStn,Blue_LowPoly,slimFastActiv,waitOnP1_2,trainTicketP2
gateS2,train3line1ArrivingP2S2,50,-0:06:00,paxArrRateAtStn,Green_LowPoly,DefaultProfile,waitOnP1_2,trainTicketP2
gateS2,train3line1ArrivingP2S2,50,-0:06:00,paxArrRateAtStn,Orange_LowPoly,fatSlowLazy,waitOnP1_2,trainTicketP2
train3line1ArrivingP2S2,trainSeatsP1,3,,,Green_LowPoly,DefaultProfile,waitOnP1_2,trainTicketP1
