AgentID,Profile,Avatar,In_Time,Out_Time,In_Location,Out_Location,Target_Speed(m/s),Distance_Traveled(m),Congested_Duration(s),Total_Duration(s),LOS_A_Duration(s),LOS_B_Duration(s),LOS_C_Duration(s),LOS_D_Duration(s),LOS_E_Duration(s),LOS_F_Duration(s)
2036,slimFastActiv,Blue_LowPoly,02:56:41,03:01:27,gate2S4,seats3P2S4,2.63253,109.142,241.4,286.8,29,40,177.4,32,2.8,5.6
2032,slimFastActiv,Blue_LowPoly,02:56:32,03:01:28,gate1S4,seats2P2S4,2.34051,105.954,246,295.6,39,179.2,57.2,9.6,4,6.6
2002,DefaultProfile,Green_LowPoly,02:55:03,03:01:28,gate1S4,seats1P2S4,1.44042,90.6702,326.6,384.8,100,56.4,167.6,46,8.2,6.6
2085,slimFastActiv,Blue_LowPoly,02:57:47,03:01:28,gate2S4,seats1P2S4,2.4388,71.4137,190.4,221.4,126,16.6,60,8.8,2.8,7.2
2008,slimFastActiv,Blue_LowPoly,02:55:38,03:01:28,gate1S4,seats2P2S4,1.97502,106.09,290.6,350.2,95.4,186.4,23.8,32.6,4.4,7.6
2038,slimFastActiv,Blue_LowPoly,02:56:46,03:01:28,gate1S4,seats2P2S4,1.63105,108.601,213.4,283,132.4,95.4,37.2,5,6.8,6.2
2129,slimFastActiv,Blue_LowPoly,02:58:53,03:01:28,gate1S4,seats3P2S4,1.70541,132.851,79.8,156,39.4,9.8,79,12,8.8,7
2011,fatSlowLazy,Orange_LowPoly,02:55:40,03:01:29,gate1S4,seats2P2S4,0.99353,108.803,251.6,349.2,66,35.2,183.6,47,11.4,6
2013,fatSlowLazy,Orange_LowPoly,02:55:47,03:01:29,gate2S4,seats1P2S4,0.658685,79.7188,252,342,51.6,64.4,129.8,88.2,5,3
2054,fatSlowLazy,Orange_LowPoly,02:57:05,03:01:29,gate1S4,seats3P2S4,1.32019,143.948,196.4,264.4,157,43,57.4,5.2,1.8,0
2077,slimFastActiv,Blue_LowPoly,02:57:35,03:01:29,gate2S4,seats2P2S4,1.60483,88.9378,176,234,39,8.2,49,127.2,4.4,6.2
2128,slimFastActiv,Blue_LowPoly,02:58:52,03:01:29,gate1S4,seats1P2S4,1.82746,91.7431,110.2,157.4,81.8,7.4,47,5.8,8,7.4
2152,slimFastActiv,Blue_LowPoly,02:59:19,03:01:29,gate2S4,seats2P2S4,1.5146,115.143,70,130.2,59.8,10,21.6,24.2,13.4,1.2
2164,slimFastActiv,Blue_LowPoly,02:59:41,03:01:29,gate1S4,seats1P2S4,1.91734,96.1074,59.8,108.4,33.4,18,40,8.6,2,6.4
2004,fatSlowLazy,Orange_LowPoly,02:55:15,03:01:30,gate2S4,seats3P2S4,1.34045,112.931,293.4,375.4,316.8,34,12,2.4,3.6,6.6
2017,slimFastActiv,Blue_LowPoly,02:56:02,03:01:30,gate2S4,seats3P2S4,1.60397,107.812,256.4,328.2,70.8,43.2,201.8,2.6,3.8,6
2134,slimFastActiv,Blue_LowPoly,02:58:58,03:01:30,gate2S4,seats1P2S4,2.3504,100.251,111.8,152,70.8,14.2,42.6,12.2,3.8,8.4
2187,slimFastActiv,Blue_LowPoly,03:00:09,03:01:30,gate1S4,seats1P2S4,1.56181,87.5119,21.6,81,37.6,5,6.4,6.2,18.8,7
2199,DefaultProfile,Green_LowPoly,03:00:20,03:01:30,gate2S4,seats1P2S4,1.40172,68.7104,28.6,70,29,9.8,8.6,10,7.6,5
2216,slimFastActiv,Blue_LowPoly,03:00:35,03:01:30,gate2S4,seats1P2S4,2.34903,76.8694,19.6,55.6,24.2,4.8,11.6,3.2,3.6,8.2
2022,DefaultProfile,Green_LowPoly,02:56:12,03:01:30,gate2S4,seats2P2S4,1.45064,90.2305,258.6,318.8,95,18,193,5,4.2,3.6
2108,slimFastActiv,Blue_LowPoly,02:58:29,03:01:31,gate1S4,seats3P2S4,2.59182,135.34,131.8,182.4,102.4,33.8,25.2,9.8,4.2,7
2177,DefaultProfile,Green_LowPoly,02:59:53,03:01:31,gate1S4,seats1P2S4,1.33254,89.5175,36.4,97.6,50,7.4,9.6,13.8,8.2,8.6
2025,slimFastActiv,Blue_LowPoly,02:56:13,03:01:31,gate2S4,seats3P2S4,1.87021,109.572,251.8,317.8,216.2,13.2,71.8,5.4,2.8,8.4
2132,slimFastActiv,Blue_LowPoly,02:58:58,03:01:31,gate1S4,seats1P2S4,2.71456,122.293,110,153.4,26.4,6.2,75,27.6,10.6,7.6
2003,DefaultProfile,Green_LowPoly,02:55:08,03:01:31,gate2S4,seats1P2S4,1.90506,70.3599,349.2,383.4,145.6,84,126.6,16.8,3.6,6.8
2175,slimFastActiv,Blue_LowPoly,02:59:53,03:01:32,gate2S4,seats1P2S4,2.09427,94.1905,54.6,98.6,47.8,7,23,5.8,6.4,8.6
2089,DefaultProfile,Green_LowPoly,02:57:58,03:01:32,gate2S4,seats3P2S4,1.14385,114.935,120.6,214,47.8,121.6,27.6,12.2,1.2,3.6
2165,DefaultProfile,Green_LowPoly,02:59:41,03:01:32,gate2S4,seats2P2S4,1.2807,98.3611,53.6,110.8,33.6,25,32.2,12.6,4.8,2.6
2006,slimFastActiv,Blue_LowPoly,02:55:28,03:01:32,gate2S4,seats3P2S4,2.57134,115.806,315,364.8,295.4,22.8,32,3.2,2.2,9.2
2058,slimFastActiv,Blue_LowPoly,02:57:10,03:01:32,gate2S4,seats1P2S4,2.13821,97.4418,216.2,262.4,102.6,77.4,40.2,30.8,3.4,8
2167,DefaultProfile,Green_LowPoly,02:59:42,03:01:32,gate1S4,seats1P2S4,1.30543,96.125,47.8,110.2,53,5,13.4,18.8,8.8,11.2
2042,DefaultProfile,Green_LowPoly,02:56:55,03:01:33,gate1S4,seats1P2S4,1.38776,86.6273,213.8,278.2,49.2,41.6,128.4,40.8,9,9.2
2061,DefaultProfile,Green_LowPoly,02:57:15,03:01:33,gate1S4,seats3P2S4,1.30597,132.722,168.2,258.2,156,44.8,38.2,6.2,4.2,8.8
2162,slimFastActiv,Blue_LowPoly,02:59:38,03:01:33,gate2S4,seats3P2S4,1.78951,115.487,57.8,115.2,38.8,6.4,44.6,14.2,3.2,8
2105,slimFastActiv,Blue_LowPoly,02:58:18,03:01:33,gate2S4,seats1P2S4,1.78453,94.7786,140.2,195.4,65.2,53.2,56.2,11,2.4,7.4
2226,slimFastActiv,Blue_LowPoly,03:00:42,03:01:33,gate2S4,seats1P2S4,2.21731,67.1388,14.8,52,14.4,5,8,5.8,11,7.8
2116,DefaultProfile,Green_LowPoly,02:58:40,03:01:34,gate2S4,seats1P2S4,1.69386,79.0613,137.2,173.8,77.2,23,44.4,18,3.8,7.4
2080,DefaultProfile,Green_LowPoly,02:57:36,03:01:34,gate1S4,seats3P2S4,1.3456,135.232,155.4,237.8,109,33.8,61.2,17.8,7.8,8.2
2037,fatSlowLazy,Orange_LowPoly,02:56:43,03:01:34,gate2S4,seats1P2S4,1.42559,95.4055,245,291.2,79,24.2,137.8,32.4,9.8,8
2214,slimFastActiv,Blue_LowPoly,03:00:33,03:01:34,gate1S4,seats1P2S4,2.60269,86.4034,16.2,61.6,17,4.4,12,6.4,9.4,12.4
2066,DefaultProfile,Green_LowPoly,02:57:19,03:01:34,gate2S4,seats3P2S4,1.25852,111.563,173.4,256,152.2,24.4,53.4,15.8,1.8,8.4
2114,DefaultProfile,Green_LowPoly,02:58:37,03:01:34,gate1S4,seats3P2S4,1.12707,141,79.2,177.2,62.4,20,46.6,28.6,11.6,8
2035,DefaultProfile,Green_LowPoly,02:56:37,03:01:35,gate2S4,seats1P2S4,1.48097,78.1308,255.2,298,37,47,158.4,45.2,4,6.4
2148,DefaultProfile,Green_LowPoly,02:59:16,03:01:35,gate2S4,seats3P2S4,1.45382,119.833,71.2,139.2,50.4,24.4,39.2,14.6,3,7.6
2140,DefaultProfile,Green_LowPoly,02:59:06,03:01:35,gate2S4,seats3P2S4,1.41192,118.289,90.6,149.4,41.4,23.6,48.6,22,5,8.8
2039,DefaultProfile,Green_LowPoly,02:56:46,03:01:35,gate1S4,seats3P2S4,1.81087,135.965,224.2,289.2,59.2,174.8,35.4,10.4,2.2,7.2
2098,slimFastActiv,Blue_LowPoly,02:58:11,03:01:35,gate1S4,seats1P2S4,1.93212,93.0422,155.6,204.6,36.8,42.4,63,44.6,11,6.8
2208,slimFastActiv,Blue_LowPoly,03:00:26,03:01:35,gate1S4,seats1P2S4,1.94352,86.6471,16.8,69,24,6.4,10.6,10.2,6,11.8
2112,DefaultProfile,Green_LowPoly,02:58:34,03:01:36,gate2S4,seats3P2S4,1.27936,117.114,109.6,182.2,69.6,23.4,68.8,13,1.4,6
2141,DefaultProfile,Green_LowPoly,02:59:09,03:01:36,gate2S4,seats1P2S4,1.48319,75.2028,104.6,146.4,30.8,3.4,69.4,32.4,4.4,6
2024,DefaultProfile,Green_LowPoly,02:56:12,03:01:36,gate1S4,seats2P2S4,1.1838,115.257,234.6,324,122,43.8,111.8,29.8,4.2,12.4
2030,DefaultProfile,Green_LowPoly,02:56:24,03:01:36,gate2S4,seats2P2S4,1.50898,91.0426,254.8,312.2,100.6,11,98.2,85,8.4,9
2048,fatSlowLazy,Orange_LowPoly,02:57:01,03:01:36,gate1S4,seats1P2S4,1.22786,95.4588,211.8,275.8,41.8,27.6,134.2,39.4,20.4,12.4
2155,DefaultProfile,Green_LowPoly,02:59:25,03:01:36,gate2S4,seats3P2S4,1.28109,113.571,63,131.2,42.8,22.6,38.4,13.2,7,7.2
2056,fatSlowLazy,Orange_LowPoly,02:57:09,03:01:37,gate2S4,seats1P2S4,1.47267,90.8567,221.8,268.2,83.8,47.4,98.8,20.8,7.8,9.6
2151,slimFastActiv,Blue_LowPoly,02:59:19,03:01:37,gate1S4,seats1P2S4,2.12459,91.3204,91.8,138,29.6,8.8,47.6,24.4,14.8,12.8
2384,slimFastActiv,Blue_LowPoly,03:01:00,03:01:37,seats1P2S4,gate2S4,2.3502,49.1884,12.4,36.4,10.2,12.4,7.4,0.6,5.6,0.2
2040,fatSlowLazy,Orange_LowPoly,02:56:48,03:01:37,gate2S4,seats3P2S4,1.28742,122.609,211.6,289.6,64.6,43.8,139.2,29.4,6.8,5.8
2111,DefaultProfile,Green_LowPoly,02:58:33,03:01:37,gate1S4,seats3P2S4,1.48837,142.399,102.2,184.4,65.2,9.8,78.6,15.4,6,9.4
2103,DefaultProfile,Green_LowPoly,02:58:16,03:01:37,gate1S4,seats2P2S4,1.28522,116.432,135.2,201.2,62.4,25,70.4,22.4,7.8,13.2
2078,DefaultProfile,Green_LowPoly,02:57:36,03:01:38,gate1S4,seats1P2S4,1.28024,115.482,169.2,242,90.6,13,90,28.8,14,5.6
2083,DefaultProfile,Green_LowPoly,02:57:44,03:01:38,gate2S4,seats1P2S4,1.55744,73.3908,185.2,233.6,68.6,14.8,87.4,43.6,10.4,8.8
2119,DefaultProfile,Green_LowPoly,02:58:45,03:01:38,gate1S4,seats3P2S4,1.42253,143.246,103.2,172.4,71.4,22.8,42,18.2,13.6,4.4
2016,DefaultProfile,Green_LowPoly,02:56:01,03:01:38,gate2S4,seats2P2S4,1.69193,96.5188,285.4,337.4,34.4,19,250.6,19,9,5.4
2123,DefaultProfile,Green_LowPoly,02:58:49,03:01:38,gate2S4,seats1P2S4,1.36291,74.8229,125,168.6,23,16.4,31.6,76.2,15.4,6
2099,fatSlowLazy,Orange_LowPoly,02:58:12,03:01:39,gate1S4,seats1P2S4,1.21344,109.564,160.2,207.8,56,43.2,63.6,36.6,7,1.4
2169,DefaultProfile,Green_LowPoly,02:59:44,03:01:40,gate2S4,seats1P2S4,1.09987,78.4562,59.4,115.6,40.4,13.8,33.8,13.2,10.4,4
2046,fatSlowLazy,Orange_LowPoly,02:57:00,03:01:40,gate1S4,seats3P2S4,0.812588,139.097,155.2,279.6,97.4,61.6,78.6,36.4,5.6,0
2034,DefaultProfile,Green_LowPoly,02:56:35,03:01:40,gate2S4,seats2P2S4,1.59589,95.1973,253,305,98.8,18.2,136,28.4,12.4,11.2
2009,slimFastActiv,Blue_LowPoly,02:55:39,03:01:40,gate2S4,seats2P2S4,2.40875,92.8493,316,361.6,189.2,86.4,62.6,2.6,2.8,18
2153,DefaultProfile,Green_LowPoly,02:59:21,03:01:40,gate1S4,seats2P2S4,1.1606,112.453,67.6,140,40.6,18.8,39.6,17.8,11,12.2
2060,slimFastActiv,Blue_LowPoly,02:57:13,03:01:41,gate2S4,seats2P2S4,2.01358,90.953,219,267.8,21.8,4.8,52.4,164.6,5.8,18.4
2222,DefaultProfile,Green_LowPoly,03:00:39,03:01:41,gate2S4,seats1P2S4,1.83128,68.2442,24.6,62.2,13.6,14.4,9.6,5.8,14.8,4
2069,fatSlowLazy,Orange_LowPoly,02:57:25,03:01:42,gate1S4,seats3P2S4,0.897844,132.477,155,256.8,93.6,91.2,44.8,27,0.2,0
2107,fatSlowLazy,Orange_LowPoly,02:58:25,03:01:42,gate2S4,seats1P2S4,0.851331,101.774,116.2,197.6,40.4,75.4,36.6,27.8,14.4,3
2131,DefaultProfile,Green_LowPoly,02:58:57,03:01:43,gate1S4,seats2P2S4,1.10377,115.548,80.8,166,69.4,25.8,33.6,14,11.2,12
2104,fatSlowLazy,Orange_LowPoly,02:58:18,03:01:43,gate2S4,seats1P2S4,1.24136,96.2528,151.8,205.6,46,37.2,63,43.6,12.6,3.2
2070,DefaultProfile,Green_LowPoly,02:57:29,03:01:43,gate1S4,seats1P2S4,1.69701,107.541,199.8,254.8,88.6,32.6,58.2,39.8,31,4.6
2043,fatSlowLazy,Orange_LowPoly,02:56:56,03:01:44,gate1S4,seats1P2S4,0.929747,121.658,201.6,288.2,70.2,54.2,109.4,32.6,16.6,5.2
2020,fatSlowLazy,Orange_LowPoly,02:56:10,03:01:44,gate2S4,seats3P2S4,0.917037,126.977,229.8,334.4,252.4,41.4,29,4.8,6.8,0
2240,slimFastActiv,Blue_LowPoly,03:00:58,03:01:44,gate2S4,seats1P2S4,1.75516,58.741,14.6,46.2,19.6,3.2,15.4,6.4,1.6,0
2005,slimFastActiv,Blue_LowPoly,02:55:25,03:01:46,gate2S4,car1P2S4,2.4202,71.1981,342.2,380.8,188,31.4,83.6,41,15.4,21.4
2007,DefaultProfile,Green_LowPoly,02:55:36,03:01:46,gate2S4,car2P2S4,1.15871,95.7248,301.2,369.4,223.8,39,85,12.8,6.4,2.4
2044,slimFastActiv,Blue_LowPoly,02:56:58,03:01:46,gate2S4,traindoor2P2S4,1.52163,71.454,242,287.6,87.8,14.8,105.2,51,14.2,14.6
2062,fatSlowLazy,Orange_LowPoly,02:57:15,03:01:46,gate1S4,car2P2S4,0.891611,139.481,175,270.6,96,72.6,82.6,19.4,0,0
2063,fatSlowLazy,Orange_LowPoly,02:57:17,03:01:46,gate1S4,car1P2S4,0.925299,120.846,172.4,268.8,61,35.6,91.8,50,15.6,14.8
2072,fatSlowLazy,Orange_LowPoly,02:57:30,03:01:46,gate1S4,car3P2S4,0.703508,131.376,112,255.6,101,91.2,38.8,23.8,0.8,0
2073,DefaultProfile,Green_LowPoly,02:57:30,03:01:46,gate2S4,car1P2S4,1.45386,77.5183,208,255.4,32.4,10.2,159.6,41,5.6,6.6
2079,DefaultProfile,Green_LowPoly,02:57:36,03:01:46,gate2S4,traindoor2P2S4,1.36234,80.2756,195.4,249.6,39.2,26,125.8,34.8,9.8,14
2100,DefaultProfile,Green_LowPoly,02:58:13,03:01:46,gate2S4,traindoor4P2S4,1.05761,94.482,142,212.6,47,31.4,102,28,2.2,2
2138,fatSlowLazy,Orange_LowPoly,02:59:04,03:01:46,gate2S4,car1P2S4,0.87936,94.7512,92.4,161.8,32.4,71,25.8,10.4,17.4,4.8
2392,slimFastActiv,Blue_LowPoly,03:01:09,03:01:46,gate2S4,car1P2S4,2.02382,54.7943,11.4,36.6,15.4,9.6,8.4,2.8,0.4,0
2386,slimFastActiv,Blue_LowPoly,03:01:00,03:01:46,seats1P2S4,gate2S4,1.97711,50.5719,9.6,45.8,4.6,3.4,16.6,10.2,6.8,4.2
2385,slimFastActiv,Blue_LowPoly,03:01:00,03:01:49,seats1P2S4,gate2S4,1.60188,50.6671,9.8,48.6,4.8,3.4,21.8,6.4,10.6,1.6
2328,slimFastActiv,Blue_LowPoly,03:01:00,03:01:50,seats1P2S4,gate2S4,2.12152,56.3972,7.2,50.4,3.8,2,9.2,7.6,20,7.8
2245,DefaultProfile,Green_LowPoly,03:01:00,03:01:52,seats1P2S4,gate2S4,1.54181,52.5929,14,53,12.4,2.8,9.6,7.6,16.2,4.4
2259,fatSlowLazy,Orange_LowPoly,03:01:00,03:02:00,seats1P2S4,gate2S4,1.40295,56.8176,23,60.8,22.6,14,7.6,5.2,7,4.4
2317,fatSlowLazy,Orange_LowPoly,03:01:00,03:02:00,seats1P2S4,gate2S4,1.47263,57.669,22.8,60.4,10.6,10.8,9,17.8,8,4.2
2268,slimFastActiv,Blue_LowPoly,03:01:00,03:02:03,seats2P2S4,gate2S4,1.88447,71.5656,21.2,63.6,7.6,6.4,15,12.6,19.6,2.4
2363,slimFastActiv,Blue_LowPoly,03:01:00,03:02:05,seats1P2S4,gate1S4,2.39791,78.3716,17.2,65.4,9.8,2.8,14.8,14.6,10.4,13
2309,DefaultProfile,Green_LowPoly,03:01:00,03:02:11,seats1P2S4,gate2S4,1.52504,61.3003,30,70.8,5.8,6.8,17.6,18.8,12.6,9.2
2361,slimFastActiv,Blue_LowPoly,03:01:00,03:02:11,seats1P2S4,gate1S4,1.64303,72.9693,16.8,70.6,16.6,5.2,9.6,11.6,20.2,7.4
2327,slimFastActiv,Blue_LowPoly,03:01:00,03:02:13,seats2P2S4,gate2S4,2.73578,87.7874,17,73.4,6.4,3.6,8.8,16,26.8,11.8
2277,DefaultProfile,Green_LowPoly,03:01:00,03:02:14,seats1P2S4,gate2S4,1.18389,59.867,30,74.2,15.8,16,17.8,3.2,13.2,8.2
2329,slimFastActiv,Blue_LowPoly,03:01:00,03:02:15,seats3P2S4,gate2S4,2.45345,97.5548,16.2,74.8,12.6,5,15.2,14.6,24,3.4
2248,DefaultProfile,Green_LowPoly,03:01:00,03:02:15,seats1P2S4,gate1S4,1.65701,83.4636,27.4,75.6,27.6,4.8,14.6,19.6,5.2,3.8
2390,slimFastActiv,Blue_LowPoly,03:01:00,03:02:17,seats2P2S4,gate2S4,1.90179,79.1093,26,77.2,6.8,7.4,22.4,15.6,16.6,8.4
2270,slimFastActiv,Blue_LowPoly,03:01:00,03:02:18,seats2P2S4,gate1S4,2.85456,98.3565,28.2,78.2,5,4.2,17,20.4,28,3.6
2362,slimFastActiv,Blue_LowPoly,03:01:00,03:02:18,seats3P2S4,gate2S4,2.73173,101.744,16.2,78,8.2,4.8,14.4,19.6,19.2,11.8
2364,slimFastActiv,Blue_LowPoly,03:01:00,03:02:18,seats2P2S4,gate2S4,1.68249,79.8361,19.8,78.2,12.8,8,16.8,12.4,19,9.2
2287,fatSlowLazy,Orange_LowPoly,03:01:00,03:02:22,seats1P2S4,gate2S4,1.04922,57.6911,40,82.2,9.6,23,21,10.2,13.6,4.8
2299,slimFastActiv,Blue_LowPoly,03:01:00,03:02:22,seats2P2S4,gate2S4,1.90979,88.2814,12,82.2,12.4,4,13.8,15.8,23,13.2
2249,DefaultProfile,Green_LowPoly,03:01:00,03:02:22,seats2P2S4,gate2S4,1.50141,72.1625,42.4,82.6,3.6,20.8,17.4,13.6,27.2,0
2360,slimFastActiv,Blue_LowPoly,03:01:00,03:02:30,seats3P2S4,gate1S4,2.11035,114.482,25.6,89.8,20.8,6.6,15.4,15.8,30.2,1
2269,slimFastActiv,Blue_LowPoly,03:01:00,03:02:30,seats3P2S4,gate1S4,2.84965,119.995,26.8,90.6,7.4,4.4,18,27,26,7.8
2343,DefaultProfile,Green_LowPoly,03:01:00,03:02:30,seats3P2S4,gate2S4,1.86449,103.813,31,90,18,8.2,28.6,21,8.6,5.6
2388,slimFastActiv,Blue_LowPoly,03:01:00,03:02:30,seats3P2S4,gate2S4,2.28031,104.184,23.6,90.2,7.6,10,13.2,17.2,30.6,11.6
2389,slimFastActiv,Blue_LowPoly,03:01:00,03:02:31,seats3P2S4,gate1S4,2.82093,122.434,20,90.6,8.6,4.8,15.8,24.4,26.6,10.4
2275,DefaultProfile,Green_LowPoly,03:01:00,03:02:32,seats1P2S4,gate1S4,1.57726,87.8484,46,92,16,15.4,19.2,22.4,11,8
2387,slimFastActiv,Blue_LowPoly,03:01:00,03:02:32,seats3P2S4,gate1S4,2.7199,117.116,22.8,91.4,6.2,4.2,17,21.4,36.6,6
2271,slimFastActiv,Blue_LowPoly,03:01:00,03:02:34,seats2P2S4,gate1S4,1.86525,100.996,21.4,94.4,12.4,8.2,17.6,17.6,29.4,9.2
