AgentID,Profile,Avatar,In_Time,Out_Time,In_Location,Out_Location,Target_Speed(m/s),Distance_Traveled(m),Congested_Duration(s),Total_Duration(s),LOS_A_Duration(s),LOS_B_Duration(s),LOS_C_Duration(s),LOS_D_Duration(s),LOS_E_Duration(s),LOS_F_Duration(s)
1248,fatSlowLazy,Orange_LowPoly,03:01:00,03:01:46,seats3P1S3,traindoor5P1S3,0.71104,18.5041,28.8,46.2,5,15.6,17.4,5.2,3,0
1260,fatSlowLazy,Orange_LowPoly,03:01:00,03:01:46,seats1P1S3,traindoor2P1S3,0.878931,20.54,39.8,46.2,3.4,16,5.8,12.4,8.6,0
1292,fatSlowLazy,Orange_LowPoly,03:01:00,03:01:46,seats2P1S3,traindoor3P1S3,0.512306,11.5224,31.8,46,4.8,17.4,16,4.6,2.6,0.6
1298,fatSlowLazy,Orange_LowPoly,03:01:00,03:01:46,seats1P1S3,traindoor2P1S3,0.784134,18.4574,33,46,14,3.8,18.8,6,2,1.4
1370,fatSlowLazy,Orange_LowPoly,03:01:00,03:01:46,seats2P1S3,traindoor4P1S3,0.702978,11.9886,39.6,45.4,2.4,3.2,12,18.6,9.2,0
1374,fatSlowLazy,Orange_LowPoly,03:01:00,03:01:46,seats2P1S3,traindoor4P1S3,1.06747,12.612,39.8,45.4,0,0,0.8,8.8,20.8,15
1405,DefaultProfile,Green_LowPoly,03:01:16,03:01:46,gate1S3,car3P1S3,1.5201,31.4428,9.6,30.2,4.4,4,11.8,8.6,1.4,0
1406,slimFastActiv,Blue_LowPoly,03:01:16,03:01:46,gate1S3,car3P1S3,1.54483,34.0551,7.2,29.6,6.8,3.2,12.4,7.2,0,0
1408,slimFastActiv,Blue_LowPoly,03:01:19,03:01:46,gate2S3,car3P1S3,1.79841,34.3738,6.2,26.6,7,3,10.4,6,0.2,0
1363,DefaultProfile,Green_LowPoly,03:01:00,03:01:48,seats3P1S3,gate2S3,1.16706,38.8686,16.6,47.4,12.2,11.2,11.2,5.8,6,1
1245,DefaultProfile,Green_LowPoly,03:01:00,03:01:50,seats3P1S3,gate2S3,1.54181,48.3787,19.8,50.8,8.4,5.4,12,12.6,9,3.4
1353,slimFastActiv,Blue_LowPoly,03:01:00,03:01:51,seats2P1S3,gate2S3,2.11035,57.9571,17.2,50.6,3.4,5,13.6,11.4,17.2,0
1269,slimFastActiv,Blue_LowPoly,03:01:00,03:01:51,seats2P1S3,gate2S3,2.84965,60.5412,11.6,51.4,5,2,7,13,17.2,7.2
1307,slimFastActiv,Blue_LowPoly,03:01:00,03:01:51,seats2P1S3,gate2S3,2.55212,58.8559,17.4,51.2,5,4.8,7,8.2,21,5.2
1259,fatSlowLazy,Orange_LowPoly,03:01:00,03:01:52,seats3P1S3,gate2S3,1.48825,45.9186,31.2,52.2,23.6,13.6,6.6,3.6,4.4,0.4
1273,slimFastActiv,Blue_LowPoly,03:01:00,03:01:54,seats2P1S3,gate2S3,1.78955,57.9622,14,54.2,5.2,7.2,12.8,12.6,16.4,0
1391,slimFastActiv,Blue_LowPoly,03:01:00,03:01:54,seats2P1S3,gate2S3,1.90179,58.8483,20.8,53.8,6.8,6.6,17.2,12.6,10.2,0.4
1253,fatSlowLazy,Orange_LowPoly,03:01:00,03:01:57,seats3P1S3,gate2S3,0.96834,36.5518,16.6,58,5.4,22.4,16.6,7.8,5,0.8
1309,slimFastActiv,Blue_LowPoly,03:01:00,03:01:58,seats2P1S3,gate1S3,1.89212,62.4293,20.4,58.8,11,3.8,12,9.2,16.8,6
1272,slimFastActiv,Blue_LowPoly,03:01:00,03:01:59,seats1P1S3,gate1S3,2.60265,80.6815,13.8,59.6,3.4,2.2,18.4,20.8,14.2,0.6
1329,slimFastActiv,Blue_LowPoly,03:01:00,03:01:59,seats1P1S3,gate1S3,2.45345,77.3256,19.4,59.2,4.8,3.4,18.4,19.2,13.4,0
1378,fatSlowLazy,Orange_LowPoly,03:01:00,03:02:00,seats3P1S3,gate2S3,1.01298,37.3133,30,59.6,17.2,19.2,9.2,8.4,4.6,1
1362,DefaultProfile,Green_LowPoly,03:01:00,03:02:03,seats3P1S3,gate2S3,1.26023,51.2514,29.8,62.6,16.4,17.2,15,9.2,4.8,0
1377,fatSlowLazy,Orange_LowPoly,03:01:00,03:02:03,seats3P1S3,gate2S3,0.851276,40.0761,16.8,63,5.2,20.6,20.2,9.8,6.8,0.4
1388,slimFastActiv,Blue_LowPoly,03:01:00,03:02:04,seats2P1S3,gate2S3,2.7199,69.3801,19.4,64.2,4.4,2.6,13.4,12.4,15.6,15.8
1364,DefaultProfile,Green_LowPoly,03:01:00,03:02:05,seats2P1S3,gate2S3,1.2947,56.9135,29,64.6,11.4,16.4,21.8,6.6,7.6,0.8
1268,slimFastActiv,Blue_LowPoly,03:01:00,03:02:06,seats1P1S3,gate2S3,1.88447,76.6223,17.2,66.4,11.4,6.2,12.2,12.8,23.8,0
1327,slimFastActiv,Blue_LowPoly,03:01:00,03:02:06,seats1P1S3,gate1S3,2.73578,83.225,18.4,66,5.6,5.6,13.6,12,23.4,5.8
1389,slimFastActiv,Blue_LowPoly,03:01:00,03:02:07,seats1P1S3,gate1S3,2.28031,78.252,21,67,7.6,6,11.8,14,25.4,2.2
1335,DefaultProfile,Green_LowPoly,03:01:00,03:02:09,seats3P1S3,gate2S3,0.981953,46.9323,30.8,69,3.4,25.2,24,10.2,6.2,0
1281,DefaultProfile,Green_LowPoly,03:01:00,03:02:09,seats2P1S3,gate2S3,1.57726,59.5633,36.6,69.6,14,8.4,15.6,8.4,19.4,3.8
1375,fatSlowLazy,Orange_LowPoly,03:01:00,03:02:11,seats3P1S3,gate1S3,0.976183,47.8591,27.2,70.4,31.2,10,10,11.2,7.4,0.6
1386,slimFastActiv,Blue_LowPoly,03:01:00,03:02:12,seats1P1S3,gate2S3,1.60188,76.7043,16,72.2,12.4,7,14.8,19,16.8,2.2
1354,slimFastActiv,Blue_LowPoly,03:01:00,03:02:18,seats2P1S3,gate1S3,1.64303,70.8971,23.8,77.6,17.8,6.6,10.6,6.2,16.2,20.2
1390,slimFastActiv,Blue_LowPoly,03:01:00,03:02:19,seats1P1S3,gate1S3,2.82093,89.8043,29,78.6,8,4.6,11.4,10.2,31,13.4
1271,slimFastActiv,Blue_LowPoly,03:01:00,03:02:20,seats2P1S3,gate2S3,1.86525,70.5879,33.8,80.6,10.4,8.6,10.2,12,15.8,23.6
1365,DefaultProfile,Green_LowPoly,03:01:00,03:02:22,seats2P1S3,gate2S3,1.43333,69.8877,40,81.8,20.2,12.2,16.4,10,12,11
1369,DefaultProfile,Green_LowPoly,03:01:00,03:02:28,seats2P1S3,gate2S3,1.38369,68.0081,52.2,87.4,14,7.8,33.6,14.2,8.8,9
1270,slimFastActiv,Blue_LowPoly,03:01:00,03:02:29,seats1P1S3,gate2S3,2.85456,92.8524,26.8,89.2,2.2,3.4,13.2,16.6,36.4,17.4
1289,DefaultProfile,Green_LowPoly,03:01:00,03:02:29,seats1P1S3,gate2S3,1.65914,80.0209,53.6,89.4,8.2,14,34.4,18.8,8.8,5.2
1356,slimFastActiv,Blue_LowPoly,03:01:00,03:02:30,seats1P1S3,gate1S3,2.39791,92.2496,29.2,90.4,6.2,4.6,12.2,17,34,16.4
1345,fatSlowLazy,Orange_LowPoly,03:01:00,03:02:32,seats2P1S3,gate2S3,1.12038,60.5541,50,92.2,4,32,32,18,2.8,3.4
1282,DefaultProfile,Green_LowPoly,03:01:00,03:02:34,seats2P1S3,gate2S3,1.43521,73.6474,61.6,94.6,14.2,15.6,32.8,10.6,14.2,7.2
1308,slimFastActiv,Blue_LowPoly,03:01:00,03:02:35,seats1P1S3,gate1S3,1.67512,90.2407,28.6,95.4,12.6,6.6,12,22,31.2,11
1348,fatSlowLazy,Orange_LowPoly,03:01:00,03:02:38,seats3P1S3,gate2S3,0.944763,58.4574,44.8,98,46.6,24.8,15,6,4,1.6
1286,DefaultProfile,Green_LowPoly,03:01:00,03:02:39,seats2P1S3,gate1S3,1.36349,68.2123,50.6,99.4,13.8,7.4,19,10.4,9.4,39.4
1346,fatSlowLazy,Orange_LowPoly,03:01:00,03:02:39,seats2P1S3,gate1S3,1.43274,75.0677,71.6,99.4,12.2,41.4,19.2,12.2,7,7.4
1357,slimFastActiv,Blue_LowPoly,03:01:00,03:02:43,seats1P1S3,gate1S3,1.68249,84.0622,47.2,103.2,7.6,5,17.8,25.2,35,12.6
1284,DefaultProfile,Green_LowPoly,03:01:00,03:02:46,seats2P1S3,gate1S3,1.2806,74.4511,58,106.6,24.4,12,12.4,17,14.8,26
1336,DefaultProfile,Green_LowPoly,03:01:00,03:02:47,seats2P1S3,gate2S3,1.25194,71.11,52.2,107.2,13.8,12.6,12.2,14.6,39,15
1368,DefaultProfile,Green_LowPoly,03:01:00,03:02:48,seats2P1S3,gate2S3,1.5255,73.9309,64,108,13,11,18,19.2,25.4,21.4
1299,fatSlowLazy,Orange_LowPoly,03:01:00,03:02:49,seats3P1S3,gate2S3,0.728782,47.0164,49.6,109.2,39.4,21.4,18.6,15.2,13.4,1.2
1255,fatSlowLazy,Orange_LowPoly,03:01:00,03:02:54,seats2P1S3,gate2S3,1.40295,73.7477,77,114.2,2.4,27.2,30.2,29.2,21.8,3.4
1288,DefaultProfile,Green_LowPoly,03:01:00,03:03:02,seats1P1S3,gate2S3,1.23783,89.462,69.8,122,15.8,11.8,35.4,29.6,24.2,5.2
1349,fatSlowLazy,Orange_LowPoly,03:01:00,03:03:03,seats2P1S3,gate1S3,0.754531,69.9727,33,122.6,17.6,33,37.8,20.8,9.6,3.8
1254,fatSlowLazy,Orange_LowPoly,03:01:00,03:03:03,seats2P1S3,gate1S3,1.0203,73.0147,68,123.6,22.6,36.2,31.8,11.4,14.6,7
1297,fatSlowLazy,Orange_LowPoly,03:01:00,03:03:11,seats3P1S3,gate2S3,0.739457,59.2658,65.6,131,40.6,51,30,7.2,2.2,0
1285,DefaultProfile,Green_LowPoly,03:01:00,03:03:15,seats1P1S3,gate2S3,1.38718,89.0125,95.6,135.4,14.6,8.4,24.4,37.8,39.8,10.4
1319,DefaultProfile,Green_LowPoly,03:01:00,03:03:18,seats1P1S3,gate1S3,1.48063,97.867,87,137.8,14.6,11.8,33.2,37.8,32.6,7.8
1344,fatSlowLazy,Orange_LowPoly,03:01:00,03:03:25,seats1P1S3,gate1S3,1.4534,94.888,108.8,145,21.2,17.8,45.6,36.2,15.2,9
1317,DefaultProfile,Green_LowPoly,03:01:00,03:03:46,seats1P1S3,gate2S3,1.15191,95.6856,127,166.2,10.6,14.6,56,46.2,29,9.8
1430,DefaultProfile,Green_LowPoly,03:01:51,03:04:04,gate1S3,seats3P1S3,1.27794,53.2634,107.4,133.8,5.2,11.4,19.8,64,32.2,1.2
1428,slimFastActiv,Blue_LowPoly,03:01:50,03:04:04,gate2S3,seats3P1S3,2.72769,36.9778,118.8,134.4,3.6,4,10,5.4,106.4,5
1432,slimFastActiv,Blue_LowPoly,03:01:52,03:04:04,gate1S3,seats3P1S3,2.84959,32.4111,118.2,132.2,0,7.2,4.8,7.4,102,10.8
1429,slimFastActiv,Blue_LowPoly,03:01:50,03:04:05,gate2S3,seats3P1S3,1.79806,33.8066,115.2,134.8,5.2,6.4,10,4,5.8,103.4
1435,slimFastActiv,Blue_LowPoly,03:01:59,03:04:06,gate2S3,seats3P1S3,2.92664,36.2946,112.4,126.8,6.4,3.2,4,2.8,93.2,17.2
1252,fatSlowLazy,Orange_LowPoly,03:01:00,03:04:06,seats2P1S3,gate1S3,0.619545,81.818,74.6,187,25.6,32.4,30,35.2,51.8,12
1433,fatSlowLazy,Orange_LowPoly,03:01:53,03:04:08,gate1S3,seats3P1S3,1.23576,56.4491,119.2,135,20.4,26.8,18.2,29.8,36.8,3
1427,slimFastActiv,Blue_LowPoly,03:01:50,03:04:08,gate1S3,seats3P1S3,1.6466,34.2698,118.8,138,3.4,10.8,6.8,3.8,92.2,21
1256,fatSlowLazy,Orange_LowPoly,03:01:00,03:04:08,seats1P1S3,gate1S3,1.26402,102.413,149,188.6,30.8,26.4,42.6,32.8,49.4,6.6
1431,fatSlowLazy,Orange_LowPoly,03:01:51,03:04:09,gate1S3,seats3P1S3,1.16741,52.5723,111.4,138.4,6,26,21.6,25.6,56.4,2.8
1434,DefaultProfile,Green_LowPoly,03:01:53,03:04:13,gate1S3,seats3P1S3,1.52307,33.5064,122,140.2,6,13.2,3.4,5.6,6.6,105.4
1367,DefaultProfile,Green_LowPoly,03:01:00,03:04:17,seats1P1S3,gate1S3,0.872955,97.5554,126,196.4,17.6,28.6,51.4,45.6,43.4,9.8
1457,slimFastActiv,Blue_LowPoly,03:02:28,03:04:18,gate1S3,seats1P1S3,2.91451,96.3534,79.4,110.8,45.6,9.4,22.8,13.6,18,1.4
1028,slimFastActiv,Blue_LowPoly,02:56:23,03:04:20,gate1S3,seats1P1S3,2.94101,99.4208,430.8,477,183.2,46.8,160,44.4,30.4,12.2
1438,slimFastActiv,Blue_LowPoly,03:02:02,03:04:21,gate1S3,seats1P1S3,2.98939,100.664,105.8,138.6,79,5.6,19.8,23.4,10.8,0
1604,slimFastActiv,Blue_LowPoly,03:04:00,03:04:23,seats3P1S3,gate1S3,2.97374,36.6533,8.2,23,5.2,3.6,6,2.8,5.4,0
1598,slimFastActiv,Blue_LowPoly,03:04:00,03:04:23,seats3P1S3,gate1S3,2.8687,38.9315,5,23.8,5.6,3.4,5.8,4.2,4.8,0
1376,fatSlowLazy,Orange_LowPoly,03:01:00,03:04:24,seats1P1S3,gate1S3,0.714395,100.235,94.8,204,16.4,50.2,46.8,24.8,61.8,4
1686,slimFastActiv,Blue_LowPoly,03:04:00,03:04:25,seats3P1S3,gate2S3,2.90341,37.0656,6.6,24.8,3,3,8,6,4.2,0.6
1569,slimFastActiv,Blue_LowPoly,03:04:00,03:04:26,seats3P1S3,gate2S3,2.67723,37.2948,7,26.8,3.6,2.8,6.8,9.2,3.8,0.6
1379,fatSlowLazy,Orange_LowPoly,03:01:00,03:04:27,seats1P1S3,gate1S3,0.986404,107.724,140.4,206.8,33.4,36,37,66.4,33,1
1652,slimFastActiv,Blue_LowPoly,03:04:00,03:04:31,seats3P1S3,gate2S3,2.41624,38.924,10.2,31.4,6.2,3.6,5,7.2,6,3.4
1627,slimFastActiv,Blue_LowPoly,03:04:00,03:04:36,seats3P1S3,gate2S3,2.86988,45.6584,10.2,36.6,2.8,2.4,7.2,9.8,11.4,3
1685,slimFastActiv,Blue_LowPoly,03:04:00,03:04:36,seats3P1S3,gate1S3,2.10131,42.5563,6.2,36.2,6,3.8,4.6,10.2,6.4,5.2
1258,fatSlowLazy,Orange_LowPoly,03:01:00,03:04:39,seats1P1S3,gate2S3,0.859171,92.5257,165.6,219.6,6.4,53.2,28.4,52,71,8.6
1603,slimFastActiv,Blue_LowPoly,03:04:00,03:04:39,seats3P1S3,gate1S3,2.70614,46.2192,7.8,39.8,2.4,2.2,5.2,10.6,16.8,2.6
1347,fatSlowLazy,Orange_LowPoly,03:01:00,03:04:41,seats1P1S3,gate2S3,1.16429,100.035,189.4,220.6,20,50.6,49,49.2,50.2,1.6
1599,slimFastActiv,Blue_LowPoly,03:04:00,03:04:41,seats3P1S3,gate1S3,2.45213,44.4623,13.6,41,1.4,4.6,8,10.8,13,3.2
1602,slimFastActiv,Blue_LowPoly,03:04:00,03:04:42,seats3P1S3,gate1S3,1.72979,42.6188,8.6,42,7,3,10.8,8,7.8,5.4
1570,slimFastActiv,Blue_LowPoly,03:04:00,03:04:44,seats3P1S3,gate1S3,1.6281,42.9396,13,44.2,13.2,4.8,3.6,5.6,13.8,3.2
1552,DefaultProfile,Green_LowPoly,03:04:00,03:04:46,seats3P1S3,traindoor6P1S3,1.23506,20.0556,40,46.2,0,0.8,9.6,5,11.8,19
