AgentID,Profile,Avatar,In_Time,Out_Time,In_Location,Out_Location,Target_Speed(m/s),Distance_Traveled(m),Congested_Duration(s),Total_Duration(s),LOS_A_Duration(s),LOS_B_Duration(s),LOS_C_Duration(s),LOS_D_Duration(s),LOS_E_Duration(s),LOS_F_Duration(s)
2101,fatSlowLazy,Orange_LowPoly,03:00:16,03:04:28,gateS2,seats3P4S2,1.40085,132.609,189,252,44.4,41.2,125.2,28.8,5.8,6.6
2289,slimFastActiv,Blue_LowPoly,03:01:56,03:04:28,gateS2,seats2P4S2,2.98098,101.51,117.4,152.4,72,24.2,33.6,10.8,10.8,1
2451,slimFastActiv,Blue_LowPoly,03:03:22,03:04:28,gateS2,seats1P4S2,2.0198,78.5839,19,66.4,7.4,6.8,13.4,22.2,14.8,1.8
2004,slimFastActiv,Blue_LowPoly,02:58:16,03:04:28,gateS2,seats3P4S2,2.57134,108.848,323,372.6,199,29.4,70.8,60.6,5.8,7
2050,slimFastActiv,Blue_LowPoly,02:59:31,03:04:28,gateS2,seats3P4S2,2.04082,108.236,234.6,297,32.6,42,129,77,10,6.4
2352,slimFastActiv,Blue_LowPoly,03:02:29,03:04:28,gateS2,seats3P4S2,2.11229,126.237,56,119.8,19,32,28.4,25.2,9.2,6
2432,slimFastActiv,Blue_LowPoly,03:03:11,03:04:28,gateS2,seats1P4S2,2.84959,99.2499,40,77.2,12.2,6.4,19.2,21.2,13.8,4.4
2164,slimFastActiv,Blue_LowPoly,03:00:51,03:04:28,gateS2,seats3P4S2,2.20297,117.473,157,217.2,30.8,39,118.2,15.4,8.2,5.6
2394,DefaultProfile,Green_LowPoly,03:02:48,03:04:29,gateS2,seats1P4S2,1.5255,80.4059,54,101.2,17.4,8.2,27.2,26.6,15.4,6.4
2275,DefaultProfile,Green_LowPoly,03:01:49,03:04:29,gateS2,seats2P4S2,1.57726,102.415,116,160.8,16,26.2,59,53.4,6.2,0
2456,slimFastActiv,Blue_LowPoly,03:03:26,03:04:30,gateS2,seats2P4S2,2.76214,97.5126,23.8,63.8,11.6,11.6,12.4,13.4,13.6,1.2
2147,DefaultProfile,Green_LowPoly,03:00:43,03:04:30,gateS2,seats1P4S2,1.48319,80.043,186.2,226.6,16.6,40,59,89.6,18.2,3.2
2010,DefaultProfile,Green_LowPoly,02:58:37,03:04:30,gateS2,seats3P4S2,1.28026,119.114,264.4,352.8,86.4,68.2,166,23.2,3.6,5.4
2011,fatSlowLazy,Orange_LowPoly,02:58:42,03:04:30,gateS2,seats3P4S2,0.99353,129.536,233.6,348.4,76,119.2,130.8,13,2.2,7.2
2168,slimFastActiv,Blue_LowPoly,03:00:53,03:04:30,gateS2,seats1P4S2,1.91734,71.8858,177,217.6,22,25.4,69.6,73.2,20,7.4
2250,slimFastActiv,Blue_LowPoly,03:01:35,03:04:30,gateS2,seats1P4S2,2.62643,80.622,142.2,175.4,18.2,14.6,94.2,38,4,6.4
2469,slimFastActiv,Blue_LowPoly,03:03:36,03:04:30,gateS2,seats1P4S2,2.21628,68.6783,16.8,54.8,19,4.4,6.8,12.6,5.8,6.2
2153,slimFastActiv,Blue_LowPoly,03:00:48,03:04:31,gateS2,seats3P4S2,1.5146,119.113,149.4,223.4,35.2,17.6,135,28.6,3.2,3.8
2239,slimFastActiv,Blue_LowPoly,03:01:29,03:04:31,gateS2,seats1P4S2,1.60809,81.59,129.4,181.8,21.4,25.4,52.6,66.6,10.2,5.6
2226,DefaultProfile,Green_LowPoly,03:01:24,03:04:31,gateS2,seats3P4S2,1.27858,121.883,122.8,187.2,28.6,21.6,81.6,43.6,6.8,5
2246,slimFastActiv,Blue_LowPoly,03:01:32,03:04:31,gateS2,seats3P4S2,2.94312,108.245,138.6,179.8,100.2,16.6,41.4,9.6,6.2,5.8
2039,DefaultProfile,Green_LowPoly,02:59:17,03:04:32,gateS2,seats1P4S2,1.38776,76.2572,263.8,314.4,73,54.2,96.4,56,26.8,8
2206,DefaultProfile,Green_LowPoly,03:01:14,03:04:32,gateS2,seats2P4S2,1.52406,126.792,143.2,198.8,61.8,16.8,77.2,37,6,0
2576,slimFastActiv,Blue_LowPoly,03:04:00,03:04:32,seats1P4S2,gateS2,2.59804,53.5104,7.4,32.6,9,3.4,7.4,7,5.8,0
2214,DefaultProfile,Green_LowPoly,03:01:18,03:04:32,gateS2,seats1P4S2,1.20847,79.957,137.4,194.6,19.8,22.4,23.8,69,53.2,6.4
2417,slimFastActiv,Blue_LowPoly,03:03:02,03:04:32,gateS2,seats3P4S2,2.12119,111.319,29,90.4,23.6,6.6,14.4,27.2,13.2,5.4
2460,slimFastActiv,Blue_LowPoly,03:03:29,03:04:32,gateS2,seats1P4S2,2.84674,90.356,20,63.8,11.6,7.8,12.6,12,9.6,10.2
2257,DefaultProfile,Green_LowPoly,03:01:40,03:04:33,gateS2,seats3P4S2,1.50141,119.19,115.2,173.4,22.8,24.2,60,29.4,29,8
2377,slimFastActiv,Blue_LowPoly,03:02:41,03:04:33,gateS2,seats1P4S2,2.28031,78.5772,73,112.2,13.4,43.4,34.8,6.4,7.6,6.6
2549,slimFastActiv,Blue_LowPoly,03:04:00,03:04:33,seats1P4S2,gateS2,2.73401,52.7836,9.2,33.4,4,5.8,10.2,4.8,8.6,0
2053,DefaultProfile,Green_LowPoly,02:59:37,03:04:33,gateS2,seats3P4S2,1.30597,122.514,209.8,296,91.6,81,98.4,12.6,6.6,5.8
2034,DefaultProfile,Green_LowPoly,02:59:14,03:04:33,gateS2,seats1P4S2,1.48097,84.5687,269,319.4,79,35.2,121.8,69.4,9.2,4.8
2243,slimFastActiv,Blue_LowPoly,03:01:31,03:04:33,gateS2,seats2P4S2,1.75516,98.591,128.4,182.8,44.8,21,74.4,27.8,14.8,0
2454,slimFastActiv,Blue_LowPoly,03:03:24,03:04:33,gateS2,seats1P4S2,2.98939,85.3751,36.2,69,12.8,9.4,15,18,7.4,6.4
2550,slimFastActiv,Blue_LowPoly,03:04:00,03:04:33,seats1P4S2,gateS2,2.99321,54.2883,8.6,33.8,5.2,3.2,8.4,8.6,8.4,0
2086,slimFastActiv,Blue_LowPoly,03:00:05,03:04:34,gateS2,seats3P4S2,1.56182,118.409,193.6,269,106.8,51.4,74.8,16.6,13.8,5.6
2117,slimFastActiv,Blue_LowPoly,03:00:28,03:04:34,gateS2,seats1P4S2,2.60962,96.5914,201.2,246.2,106.8,29.6,77,17.8,5,10
2058,slimFastActiv,Blue_LowPoly,02:59:49,03:04:34,gateS2,seats1P4S2,2.13821,102.64,227.4,285.8,46.4,79.2,119.2,25,7.4,8.6
2158,DefaultProfile,Green_LowPoly,03:00:50,03:04:34,gateS2,seats3P4S2,1.2807,127.257,149.4,224.8,34.4,62,87.2,28.6,7,5.6
2345,DefaultProfile,Green_LowPoly,03:02:26,03:04:35,gateS2,seats2P4S2,1.27384,105.722,64.2,128.8,28.8,15.2,26.2,23.4,34,1.2
2578,slimFastActiv,Blue_LowPoly,03:04:00,03:04:35,seats1P4S2,gateS2,2.71134,53.8287,10.2,35.2,9,1.8,8.6,10.6,3.4,1.8
2141,DefaultProfile,Green_LowPoly,03:00:40,03:04:35,gateS2,seats3P4S2,1.45589,119.33,165.2,235,37.6,34.4,80.2,57,19.2,6.6
2013,DefaultProfile,Green_LowPoly,02:58:50,03:04:35,gateS2,seats3P4S2,1.51064,115.31,269,345.8,192.6,26,94,25.8,1.8,5.6
2162,slimFastActiv,Blue_LowPoly,03:00:51,03:04:35,gateS2,seats1P4S2,1.65588,97.8546,160.8,224.6,66,26.4,84.8,29.6,8,9.8
2186,fatSlowLazy,Orange_LowPoly,03:01:03,03:04:36,gateS2,seats1P4S2,0.808961,82.0733,151.6,213,54,44.2,70.4,15.6,18.6,10.2
2276,DefaultProfile,Green_LowPoly,03:01:49,03:04:36,gateS2,seats3P4S2,1.43521,124.218,105.2,167,16.8,15.6,57,56.8,15.2,5.6
2172,slimFastActiv,Blue_LowPoly,03:00:55,03:04:36,gateS2,seats1P4S2,2.09427,97.5013,171.8,221.8,99.4,33.4,51.6,17.8,6.4,13.2
2478,slimFastActiv,Blue_LowPoly,03:03:39,03:04:36,gateS2,seats1P4S2,2.52401,69.4551,20.4,57.8,16.8,4,7.4,9.6,7.6,12.4
2008,fatSlowLazy,Orange_LowPoly,02:58:29,03:04:37,gateS2,seats3P4S2,1.34045,145.292,279,367.4,201.6,25.2,92.4,42.6,5.6,0
2391,fatSlowLazy,Orange_LowPoly,03:02:47,03:04:37,gateS2,seats1P4S2,1.01298,72.6576,63,110,35,24.4,17,14,9,10.6
2100,fatSlowLazy,Orange_LowPoly,03:00:15,03:04:37,gateS2,seats1P4S2,1.21344,88.8568,219.8,262.4,36.2,29.6,133.6,53.2,3.6,6.2
2128,DefaultProfile,Green_LowPoly,03:00:35,03:04:37,gateS2,seats3P4S2,1.42253,126.107,164.8,242.2,35,29,114.4,46,11.6,6.2
2179,DefaultProfile,Green_LowPoly,03:00:57,03:04:37,gateS2,seats3P4S2,1.48832,114.729,150,220,81.6,30.8,68.2,20.8,11.2,7.4
2006,slimFastActiv,Blue_LowPoly,02:58:19,03:04:38,gateS2,seats1P4S2,2.40875,98.8678,330.4,379.2,164.6,35.8,92.6,72,8,6.2
2295,DefaultProfile,Green_LowPoly,03:01:58,03:04:38,gateS2,seats1P4S2,1.36349,83.9683,112.6,160.2,20.8,15.4,62.6,43.2,10.4,7.8
2112,DefaultProfile,Green_LowPoly,03:00:22,03:04:38,gateS2,seats3P4S2,1.45909,124.187,201,256.4,23.6,17.8,148,48.8,12.4,5.8
2383,DefaultProfile,Green_LowPoly,03:02:43,03:04:38,gateS2,seats1P4S2,0.872955,71.9915,56,115,19.6,25.6,22.2,26.4,13.2,8
2631,slimFastActiv,Blue_LowPoly,03:04:00,03:04:38,seats1P4S2,gateS2,2.20939,53.9832,8.2,38,11.2,3.2,10.4,5.2,6.4,1.6
2035,fatSlowLazy,Orange_LowPoly,02:59:15,03:04:38,gateS2,seats3P4S2,1.28742,133.967,243.8,323.8,96.2,118.2,79.4,16,5.4,8.6
2065,DefaultProfile,Green_LowPoly,02:59:51,03:04:39,gateS2,seats1P4S2,1.45386,81.6326,233,288.2,54.6,41.8,60,71.8,46,14
2344,slimFastActiv,Blue_LowPoly,03:02:26,03:04:39,gateS2,seats1P4S2,2.39791,91.4938,91.2,132.8,64.8,23.6,16.4,11.6,7.8,8.6
2331,DefaultProfile,Green_LowPoly,03:02:18,03:04:39,gateS2,seats3P4S2,1.57532,126.795,85.4,141.4,23.8,20.8,45,33.4,11.4,7
2069,fatSlowLazy,Orange_LowPoly,02:59:53,03:04:39,gateS2,seats3P4S2,0.622728,124.775,140.8,286,48.4,82.2,70,52.4,24.6,8.4
2321,DefaultProfile,Green_LowPoly,03:02:11,03:04:39,gateS2,seats2P4S2,1.15191,101.821,85.8,148.4,24.2,29.6,35.6,26.2,31,1.8
2354,DefaultProfile,Green_LowPoly,03:02:30,03:04:39,gateS2,seats2P4S2,1.28669,98.6961,75.4,129.8,24.8,20.2,32.4,24.2,21.8,6.4
2387,slimFastActiv,Blue_LowPoly,03:02:46,03:04:39,gateS2,seats3P4S2,2.61548,114.221,67.2,113.4,22.2,14.2,26.6,22.2,23.4,4.8
2133,slimFastActiv,Blue_LowPoly,03:00:37,03:04:40,gateS2,seats1P4S2,2.22009,72.1666,201.6,242.6,59.2,17,112.8,29.8,8.2,15.6
2146,slimFastActiv,Blue_LowPoly,03:00:43,03:04:40,gateS2,seats2P4S2,1.6223,118.094,175.4,237.2,154,36.4,33,9.6,4.2,0
2319,slimFastActiv,Blue_LowPoly,03:02:11,03:04:40,gateS2,seats1P4S2,2.07404,81.3596,104.2,149.4,65,9.8,38.8,12.2,10.2,13.4
2202,DefaultProfile,Green_LowPoly,03:01:11,03:04:40,gateS2,seats3P4S2,1.55081,133.733,143.6,209.6,33.8,37.2,56.6,60,17,5
2273,DefaultProfile,Green_LowPoly,03:01:47,03:04:40,gateS2,seats3P4S2,1.05145,121.672,93.2,173.2,24.2,28.2,57,38,21.4,4.4
2445,slimFastActiv,Blue_LowPoly,03:03:19,03:04:40,gateS2,seats2P4S2,2.02471,98.7554,28.2,81.8,17.4,10,20.6,16.4,12,5.4
2270,slimFastActiv,Blue_LowPoly,03:01:45,03:04:40,gateS2,seats2P4S2,2.84965,107.956,134.2,176,61,8,65.4,22.6,14.4,4.6
2340,slimFastActiv,Blue_LowPoly,03:02:24,03:04:40,gateS2,seats3P4S2,1.64303,109.709,72.6,136.4,32.8,12.2,41.2,30.8,15.2,4.2
2290,fatSlowLazy,Orange_LowPoly,03:01:56,03:04:41,gateS2,seats2P4S2,1.39467,114.115,112.6,165.4,32.4,17,37.2,43,29.2,6.6
2191,DefaultProfile,Green_LowPoly,03:01:06,03:04:41,gateS2,seats1P4S2,1.40172,102.246,166,215.2,57.8,38,69.6,34,9.4,6.4
2313,DefaultProfile,Green_LowPoly,03:02:08,03:04:41,gateS2,seats3P4S2,1.39903,127.641,91,153,23.8,20.4,38.8,43.8,21.4,4.8
2064,slimFastActiv,Blue_LowPoly,02:59:50,03:04:41,gateS2,seats1P4S2,1.78366,76.1414,242.6,291.2,76.4,41.4,117.4,33,7.2,15.8
2107,fatSlowLazy,Orange_LowPoly,03:00:19,03:04:41,gateS2,seats3P4S2,1.09119,135.622,178,262.4,37.6,57.6,96,55.2,10.2,5.8
2463,DefaultProfile,Green_LowPoly,03:03:30,03:04:42,gateS2,seats1P4S2,1.65134,70.7168,29.8,71.8,13.6,16.4,19.2,11.8,2.4,8.4
2068,fatSlowLazy,Orange_LowPoly,02:59:53,03:04:42,gateS2,seats1P4S2,0.925299,93.9926,220.4,289.6,52.2,108.4,103.8,19.6,0.8,4.8
2090,DefaultProfile,Green_LowPoly,03:00:08,03:04:42,gateS2,seats3P4S2,1.14385,126.886,180.2,274.4,42.8,51.4,52,51.4,75.6,1.2
2170,DefaultProfile,Green_LowPoly,03:00:54,03:04:42,gateS2,seats2P4S2,1.18524,105.701,167.2,228.8,24.6,18,61.4,67.6,53.2,4
2371,slimFastActiv,Blue_LowPoly,03:02:37,03:04:42,gateS2,seats1P4S2,1.60188,82.1295,68.4,125.4,8.6,13.2,56.2,22.6,9.2,15.6
2085,slimFastActiv,Blue_LowPoly,03:00:05,03:04:43,gateS2,seats1P4S2,2.4388,101.032,222.6,278.2,76,37.2,86.8,46.8,23.6,7.8
2177,fatSlowLazy,Orange_LowPoly,03:00:57,03:04:43,gateS2,seats3P4S2,1.39408,120.794,185.8,226,29.6,43.4,113,31.2,8.8,0
2459,slimFastActiv,Blue_LowPoly,03:03:28,03:04:43,gateS2,seats1P4S2,1.73441,77.4176,15.2,74.8,16.2,21.6,9.6,4.2,5,18.2
2030,DefaultProfile,Green_LowPoly,02:59:11,03:04:43,gateS2,seats2P4S2,1.59589,101.422,272,332.2,55.6,92.4,107.4,54.8,16,6
2405,slimFastActiv,Blue_LowPoly,03:02:59,03:04:43,gateS2,seats1P4S2,1.79841,106.403,46.4,104.2,23.8,5.6,32.4,21,18,3.4
2408,DefaultProfile,Green_LowPoly,03:03:00,03:04:43,gateS2,seats1P4S2,1.79442,84.4503,58,103.6,13,8.2,37,23.6,8.2,13.6
2016,fatSlowLazy,Orange_LowPoly,02:59:00,03:04:44,gateS2,seats3P4S2,0.917037,140.588,218.6,344,126.8,63.2,86,63.2,4.8,0
2081,DefaultProfile,Green_LowPoly,03:00:02,03:04:44,gateS2,seats3P4S2,1.40494,122.343,211,281.6,83.8,41,75.6,70.8,10.4,0
2163,DefaultProfile,Green_LowPoly,03:00:51,03:04:44,gateS2,seats2P4S2,1.09987,112.162,164.8,232.8,33,48.4,95.6,41,14.8,0
2259,slimFastActiv,Blue_LowPoly,03:01:40,03:04:44,gateS2,seats1P4S2,1.52721,81.8411,123.8,183.8,5.2,9.8,59.4,56.8,32.6,20
2414,slimFastActiv,Blue_LowPoly,03:03:02,03:04:44,gateS2,seats1P4S2,2.88985,110.177,54.8,102.4,15,6,17.8,40.4,17,6.2
2433,DefaultProfile,Green_LowPoly,03:03:12,03:04:44,gateS2,seats1P4S2,1.13443,70.4609,37.2,92.2,16.6,9,21.8,18.2,14.2,12.4
2634,slimFastActiv,Blue_LowPoly,03:04:00,03:04:44,seats1P4S2,gateS2,2.76891,55.9875,15.2,43.8,8.4,3.8,7,6,7.6,11
2005,slimFastActiv,Blue_LowPoly,02:58:18,03:04:44,gateS2,seats1P4S2,1.97502,98.1193,323,386.2,169.4,10.4,80.6,98.4,23,4.4
2001,fatSlowLazy,Orange_LowPoly,02:58:00,03:04:46,gateS2,traindoor2P4S2,0.943183,89.693,334.4,405.4,126.4,131.4,120.8,13,7.2,6.6
2023,DefaultProfile,Green_LowPoly,02:59:07,03:04:46,gateS2,car2P4S2,0.992973,102.185,257.4,339.2,74.8,53.4,127.6,56.6,26.4,0.4
2026,DefaultProfile,Green_LowPoly,02:59:07,03:04:46,gateS2,car2P4S2,1.1838,104.298,279.6,338.6,125,43,111.4,33.2,26,0
2111,slimFastActiv,Blue_LowPoly,03:00:21,03:04:46,gateS2,car1P4S2,1.78453,103.099,201.4,264.6,39.6,38,84.4,64.8,37,0.8
2129,DefaultProfile,Green_LowPoly,03:00:35,03:04:46,gateS2,car1P4S2,1.36794,83.4289,207.8,250.6,47.8,46,87.8,51.6,9.2,8.2
2165,fatSlowLazy,Orange_LowPoly,03:00:51,03:04:46,gateS2,car3P4S2,1.42967,136.353,186.2,234.4,43,42.8,77.8,59.8,11,0
2234,fatSlowLazy,Orange_LowPoly,03:01:28,03:04:46,gateS2,car2P4S2,1.07382,113.36,141,197.6,30.8,37,69.6,43.8,16.4,0
2302,fatSlowLazy,Orange_LowPoly,03:02:00,03:04:46,gateS2,car1P4S2,0.69464,77.2496,90,165.6,32.8,41,43.6,34.8,7.8,5.6
2315,DefaultProfile,Green_LowPoly,03:02:10,03:04:46,gateS2,car1P4S2,1.44802,107.869,104.4,156.2,17.4,28.2,48.4,44.6,13.8,3.8
2343,fatSlowLazy,Orange_LowPoly,03:02:26,03:04:46,gateS2,car1P4S2,1.24737,95.3164,94,140.2,31.2,30.4,39.2,29.2,8.8,1.4
2436,DefaultProfile,Green_LowPoly,03:03:14,03:04:46,gateS2,car1P4S2,1.22355,72.5724,43.2,91.6,17.6,13.6,22.4,17,9.6,11.4
2438,DefaultProfile,Green_LowPoly,03:03:15,03:04:46,gateS2,car1P4S2,1.4642,70.2595,54.2,90.8,8.6,8.6,22.4,27.4,10,13.8
2468,DefaultProfile,Green_LowPoly,03:03:35,03:04:46,gateS2,car1P4S2,1.69352,70.7725,34.6,71,13.6,6.6,14,25.6,7,4.2
2567,fatSlowLazy,Orange_LowPoly,03:04:00,03:04:46,seats1P4S2,traindoor1P4S2,0.522881,18.6569,15.2,46,3.8,25.4,11.8,2.2,2.2,0.6
2601,slimFastActiv,Blue_LowPoly,03:04:00,03:04:49,seats1P4S2,gateS2,2.79082,61.5852,16.8,48.8,8.4,3.2,8,7.8,11,10.4
2632,slimFastActiv,Blue_LowPoly,03:04:00,03:04:51,seats1P4S2,gateS2,2.52175,59.5008,14.6,50.6,4,5.8,8,12,11.6,9.2
2645,DefaultProfile,Green_LowPoly,03:04:00,03:04:51,seats1P4S2,gateS2,1.35569,54.445,8.6,50.4,16.4,7.6,16.6,4.8,2.6,2.4
2647,DefaultProfile,Green_LowPoly,03:04:00,03:04:52,seats1P4S2,gateS2,1.49186,52.5475,14.8,51.4,8.6,10.6,18.8,1.2,5.6,6.6
2605,slimFastActiv,Blue_LowPoly,03:04:00,03:04:55,seats2P4S2,gateS2,2.97374,73.8995,23.8,55.4,4,5.8,12.8,14.6,15.6,2.6
2602,slimFastActiv,Blue_LowPoly,03:04:00,03:04:55,seats1P4S2,gateS2,2.48131,60.511,18.2,55.6,3.6,6.4,9.8,7.6,16.6,11.6
2612,DefaultProfile,Green_LowPoly,03:04:00,03:04:58,seats1P4S2,gateS2,1.474,57.4392,20.6,57.8,10,10.4,21,6.6,5.2,4.6
2659,fatSlowLazy,Orange_LowPoly,03:04:00,03:04:58,seats1P4S2,gateS2,1.15723,53.6135,14,58,18.8,21.8,9.8,1.8,4.4,1.4
2603,slimFastActiv,Blue_LowPoly,03:04:00,03:05:02,seats1P4S2,gateS2,1.72979,60.7139,18.4,62,4.4,5,13.8,18.4,9.8,10.6
2575,slimFastActiv,Blue_LowPoly,03:04:00,03:05:02,seats1P4S2,gateS2,1.97769,64.1494,29.2,62.8,2.8,11.2,13,10,17.4,8.4
2589,DefaultProfile,Green_LowPoly,03:04:00,03:05:02,seats1P4S2,gateS2,1.26715,58.4,16.8,62.6,10.4,7.8,19.8,10,6.2,8.4
2638,slimFastActiv,Blue_LowPoly,03:04:00,03:05:06,seats2P4S2,gateS2,2.54955,77.194,20.4,66,6.8,4.8,8.4,14,24.6,7.4
2551,slimFastActiv,Blue_LowPoly,03:04:00,03:05:06,seats2P4S2,gateS2,2.62331,78.0083,27.2,67,7.6,4,11.8,15,20,8.6
2607,slimFastActiv,Blue_LowPoly,03:04:00,03:05:06,seats2P4S2,gateS2,2.29207,75.1596,24.4,66.6,2.4,8.4,10.4,16.8,22.8,5.8
2653,DefaultProfile,Green_LowPoly,03:04:00,03:05:07,seats1P4S2,gateS2,1.12445,54.7361,24.6,66.4,10,17.2,20.8,5.8,8.6,4
2665,slimFastActiv,Blue_LowPoly,03:04:00,03:05:07,seats1P4S2,gateS2,1.60195,64.691,19.4,66.6,6.6,13.6,11.8,14.2,12.4,8
2540,fatSlowLazy,Orange_LowPoly,03:04:00,03:05:11,seats1P4S2,gateS2,1.16758,62.3284,25.8,71.8,27.8,20.6,12,3.8,4,3.6
2588,DefaultProfile,Green_LowPoly,03:04:00,03:05:11,seats1P4S2,gateS2,1.34157,60.4449,30.2,71.4,12.6,11.4,18,5.2,12,12.2
2610,DefaultProfile,Green_LowPoly,03:04:00,03:05:11,seats1P4S2,gateS2,1.7238,64.0084,37.8,71.4,15.6,5.8,20.2,7.8,10.4,11.6
2637,slimFastActiv,Blue_LowPoly,03:04:00,03:05:14,seats2P4S2,gateS2,1.65931,73.2493,24.6,73.6,12.4,8.8,15.8,7.4,23,6.2
