From,To,Population,Time Offset,Curve,Avatar,Profile,Init Action,Give Tokens...
train1line1ArrivingP2S1,gateS1,35,,,Blue_LowPoly,slimFastActiv,,
gateS1,train1line2ArrivingP1S1,50,-0:06:00,paxArrRateAtStn,Blue_LowPoly,slimFastActiv,waitOnP1_2,trainTicketP1
gateS1,train1line2ArrivingP1S1,50,-0:06:00,paxArrRateAtStn,Green_LowPoly,DefaultProfile,waitOnP1_2,trainTicketP1
gateS1,train1line2ArrivingP1S1,50,-0:06:00,paxArrRateAtStn,Orange_LowPoly,fatSlowLazy,waitOnP1_2,trainTicketP1
train1line2ArrivingP1S1,trainSeatsP2,24,,,Green_LowPoly,DefaultProfile,waitOnP1_2,trainTicketP2
train1line2ArrivingP1S1,gateS1,24,,,Green_LowPoly,DefaultProfile,,
train1line2ArrivingP1S1,trainSeatsP2,19,,,Orange_LowPoly,fatSlowLazy,waitOnP1_2,trainTicketP2
train1line2ArrivingP1S1,gateS1,19,,,Orange_LowPoly,fatSlowLazy,,
train1line2ArrivingP1S1,trainSeatsP2,24,,,Blue_LowPoly,slimFastActiv,waitOnP1_2,trainTicketP2
train1line2ArrivingP1S1,gateS1,24,,,Blue_LowPoly,slimFastActiv,,
gateS1,train2line1ArrivingP2S1,50,-0:06:00,paxArrRateAtStn,Blue_LowPoly,slimFastActiv,waitOnP1_2,trainTicketP2
gateS1,train2line1ArrivingP2S1,50,-0:06:00,paxArrRateAtStn,Green_LowPoly,DefaultProfile,waitOnP1_2,trainTicketP2
gateS1,train2line1ArrivingP2S1,50,-0:06:00,paxArrRateAtStn,Orange_LowPoly,fatSlowLazy,waitOnP1_2,trainTicketP2
train2line1ArrivingP2S1,trainSeatsP1,45,,,Green_LowPoly,DefaultProfile,waitOnP1_2,trainTicketP1
train2line1ArrivingP2S1,gateS1,45,,,Green_LowPoly,DefaultProfile,,
train2line1ArrivingP2S1,trainSeatsP1,40,,,Orange_LowPoly,fatSlowLazy,waitOnP1_2,trainTicketP1
train2line1ArrivingP2S1,gateS1,40,,,Orange_LowPoly,fatSlowLazy,,
train2line1ArrivingP2S1,trainSeatsP1,35,,,Blue_LowPoly,slimFastActiv,waitOnP1_2,trainTicketP1
train2line1ArrivingP2S1,gateS1,35,,,Blue_LowPoly,slimFastActiv,,
gateS1,train2line2ArrivingP1S1,50,-0:06:00,paxArrRateAtStn,Blue_LowPoly,slimFastActiv,waitOnP1_2,trainTicketP1
gateS1,train2line2ArrivingP1S1,50,-0:06:00,paxArrRateAtStn,Green_LowPoly,DefaultProfile,waitOnP1_2,trainTicketP1
gateS1,train2line2ArrivingP1S1,50,-0:06:00,paxArrRateAtStn,Orange_LowPoly,fatSlowLazy,waitOnP1_2,trainTicketP1
train2line2ArrivingP1S1,trainSeatsP2,24,,,Green_LowPoly,DefaultProfile,waitOnP1_2,trainTicketP2
train2line2ArrivingP1S1,gateS1,24,,,Green_LowPoly,DefaultProfile,,
train2line2ArrivingP1S1,trainSeatsP2,19,,,Orange_LowPoly,fatSlowLazy,waitOnP1_2,trainTicketP2
train2line2ArrivingP1S1,gateS1,19,,,Orange_LowPoly,fatSlowLazy,,
train2line2ArrivingP1S1,trainSeatsP2,24,,,Blue_LowPoly,slimFastActiv,waitOnP1_2,trainTicketP2
train2line2ArrivingP1S1,gateS1,24,,,Blue_LowPoly,slimFastActiv,,
gateS1,train3line2ArrivingP1S1,50,-0:06:00,paxArrRateAtStn,Blue_LowPoly,slimFastActiv,waitOnP1_2,trainTicketP1
gateS1,train3line2ArrivingP1S1,50,-0:06:00,paxArrRateAtStn,Green_LowPoly,DefaultProfile,waitOnP1_2,trainTicketP1
gateS1,train3line2ArrivingP1S1,50,-0:06:00,paxArrRateAtStn,Orange_LowPoly,fatSlowLazy,waitOnP1_2,trainTicketP1
train3line2ArrivingP1S1,trainSeatsP2,24,,,Green_LowPoly,DefaultProfile,waitOnP1_2,trainTicketP2
train3line2ArrivingP1S1,gateS1,24,,,Green_LowPoly,DefaultProfile,,
train3line2ArrivingP1S1,trainSeatsP2,19,,,Orange_LowPoly,fatSlowLazy,waitOnP1_2,trainTicketP2
train3line2ArrivingP1S1,gateS1,19,,,Orange_LowPoly,fatSlowLazy,,
train3line2ArrivingP1S1,trainSeatsP2,24,,,Blue_LowPoly,slimFastActiv,waitOnP1_2,trainTicketP2
train3line2ArrivingP1S1,gateS1,24,,,Blue_LowPoly,slimFastActiv,,
gateS1,train3line1ArrivingP2S1,50,-0:06:00,paxArrRateAtStn,Blue_LowPoly,slimFastActiv,waitOnP1_2,trainTicketP2
gateS1,train3line1ArrivingP2S1,50,-0:06:00,paxArrRateAtStn,Green_LowPoly,DefaultProfile,waitOnP1_2,trainTicketP2
gateS1,train3line1ArrivingP2S1,50,-0:06:00,paxArrRateAtStn,Orange_LowPoly,fatSlowLazy,waitOnP1_2,trainTicketP2
train3line1ArrivingP2S1,trainSeatsP1,45,,,Green_LowPoly,DefaultProfile,waitOnP1_2,trainTicketP1
train3line1ArrivingP2S1,gateS1,45,,,Green_LowPoly,DefaultProfile,,
train3line1ArrivingP2S1,trainSeatsP1,40,,,Orange_LowPoly,fatSlowLazy,waitOnP1_2,trainTicketP1
train3line1ArrivingP2S1,gateS1,40,,,Orange_LowPoly,fatSlowLazy,,
train3line1ArrivingP2S1,trainSeatsP1,35,,,Blue_LowPoly,slimFastActiv,waitOnP1_2,trainTicketP1
train3line1ArrivingP2S1,gateS1,35,,,Blue_LowPoly,slimFastActiv,,
